648.36, 608.54, 624.95, 614.93, 
608.54, 624.95, 614.93, 622.34, 
624.95, 614.93, 622.34, 562.62, 
614.93, 622.34, 562.62, 568.16, 
622.34, 562.62, 568.16, 600.64, 
562.62, 568.16, 600.64, 594.46, 
568.16, 600.64, 594.46, 547.14, 
600.64, 594.46, 547.14, 529.19, 
594.46, 547.14, 529.19, 581, 
547.14, 529.19, 581, 579.03, 
529.19, 581, 579.03, 567.93, 
581, 579.03, 567.93, 565.62, 
579.03, 567.93, 565.62, 557.3, 
567.93, 565.62, 557.3, 662.28, 
565.62, 557.3, 662.28, 665, 
557.3, 662.28, 665, 655.51, 
662.28, 665, 655.51, 658.71, 
665, 655.51, 658.71, 627.36, 
655.51, 658.71, 627.36, 616.06, 
658.71, 627.36, 616.06, 637.04, 
627.36, 616.06, 637.04, 626.45, 
616.06, 637.04, 626.45, 629.08, 
637.04, 626.45, 629.08, 633.59, 
626.45, 629.08, 633.59, 639.1, 
629.08, 633.59, 639.1, 627.99, 
633.59, 639.1, 627.99, 629.35, 
639.1, 627.99, 629.35, 630.53, 
627.99, 629.35, 630.53, 622.9, 
629.35, 630.53, 622.9, 613.84, 
630.53, 622.9, 613.84, 610.04, 
622.9, 613.84, 610.04, 583.67, 
613.84, 610.04, 583.67, 578.36, 
610.04, 583.67, 578.36, 562.2, 
583.67, 578.36, 562.2, 564.25, 
578.36, 562.2, 564.25, 574.88, 
562.2, 564.25, 574.88, 563.9, 
564.25, 574.88, 563.9, 581.1, 
574.88, 563.9, 581.1, 512.9, 
563.9, 581.1, 512.9, 501.32, 
581.1, 512.9, 501.32, 497.05, 
512.9, 501.32, 497.05, 462.2, 
501.32, 497.05, 462.2, 457.6, 
497.05, 462.2, 457.6, 478.67, 
462.2, 457.6, 478.67, 449.1, 
457.6, 478.67, 449.1, 442.61, 
478.67, 449.1, 442.61, 447.95, 
449.1, 442.61, 447.95, 457.53, 
442.61, 447.95, 457.53, 460.37, 
447.95, 457.53, 460.37, 449.64, 
457.53, 460.37, 449.64, 450.79, 
460.37, 449.64, 450.79, 437.47, 
449.64, 450.79, 437.47, 386.66, 
450.79, 437.47, 386.66, 414.53, 
437.47, 386.66, 414.53, 422.03, 
386.66, 414.53, 422.03, 413.6, 
414.53, 422.03, 413.6, 465.45, 
422.03, 413.6, 465.45, 500.99, 
413.6, 465.45, 500.99, 518.77, 
465.45, 500.99, 518.77, 498.45, 
500.99, 518.77, 498.45, 481.16, 
518.77, 498.45, 481.16, 496.48, 
498.45, 481.16, 496.48, 498.76, 
481.16, 496.48, 498.76, 494.62, 
496.48, 498.76, 494.62, 489.03, 
498.76, 494.62, 489.03, 486.85, 
494.62, 489.03, 486.85, 481.38, 
489.03, 486.85, 481.38, 461.23, 
486.85, 481.38, 461.23, 457.93, 
481.38, 461.23, 457.93, 440.41, 
461.23, 457.93, 440.41, 439.29, 
457.93, 440.41, 439.29, 443.31, 
440.41, 439.29, 443.31, 446.22, 
439.29, 443.31, 446.22, 455.13, 
443.31, 446.22, 455.13, 448.08, 
446.22, 455.13, 448.08, 436.12, 
455.13, 448.08, 436.12, 434.63, 
448.08, 436.12, 434.63, 430.67, 
436.12, 434.63, 430.67, 427.55, 
434.63, 430.67, 427.55, 438.17, 
430.67, 427.55, 438.17, 438.25, 
427.55, 438.17, 438.25, 446.24, 
438.17, 438.25, 446.24, 451.43, 
438.25, 446.24, 451.43, 439.36, 
446.24, 451.43, 439.36, 438.87, 
451.43, 439.36, 438.87, 437.84, 
439.36, 438.87, 437.84, 443.26, 
438.87, 437.84, 443.26, 444.92, 
437.84, 443.26, 444.92, 446.33, 
443.26, 444.92, 446.33, 446.42, 
444.92, 446.33, 446.42, 444.9, 
446.33, 446.42, 444.9, 460.48, 
446.42, 444.9, 460.48, 478.49, 
444.9, 460.48, 478.49, 490.43, 
460.48, 478.49, 490.43, 517.66, 
478.49, 490.43, 517.66, 524.19, 
490.43, 517.66, 524.19, 535.36, 
517.66, 524.19, 535.36, 566.38, 
524.19, 535.36, 566.38, 581.56, 
535.36, 566.38, 581.56, 573.32, 
566.38, 581.56, 573.32, 571.84, 
581.56, 573.32, 571.84, 583.53, 
573.32, 571.84, 583.53, 607.55, 
571.84, 583.53, 607.55, 619.78, 
583.53, 607.55, 619.78, 637.66, 
607.55, 619.78, 637.66, 644.3, 
619.78, 637.66, 644.3, 660.72, 
637.66, 644.3, 660.72, 639.39, 
644.3, 660.72, 639.39, 654.25, 
660.72, 639.39, 654.25, 650.66, 
639.39, 654.25, 650.66, 652.67, 
654.25, 650.66, 652.67, 647.99, 
650.66, 652.67, 647.99, 649.14, 
652.67, 647.99, 649.14, 651.43, 
647.99, 649.14, 651.43, 637.21, 
649.14, 651.43, 637.21, 605.43, 
651.43, 637.21, 605.43, 593.12, 
637.21, 605.43, 593.12, 570.85, 
605.43, 593.12, 570.85, 576.37, 
593.12, 570.85, 576.37, 594.26, 
570.85, 576.37, 594.26, 602.02, 
576.37, 594.26, 602.02, 603.48, 
594.26, 602.02, 603.48, 599.77, 
602.02, 603.48, 599.77, 591.11, 
603.48, 599.77, 591.11, 591.8, 
599.77, 591.11, 591.8, 599.1, 
591.11, 591.8, 599.1, 587.56, 
591.8, 599.1, 587.56, 584.29, 
599.1, 587.56, 584.29, 566.76, 
587.56, 584.29, 566.76, 579.23, 
584.29, 566.76, 579.23, 596.02, 
566.76, 579.23, 596.02, 606.34, 
579.23, 596.02, 606.34, 596.2, 
596.02, 606.34, 596.2, 631.09, 
606.34, 596.2, 631.09, 646.47, 
596.2, 631.09, 646.47, 649.16, 
631.09, 646.47, 649.16, 638.62, 
646.47, 649.16, 638.62, 632.62, 
649.16, 638.62, 632.62, 629.67, 
638.62, 632.62, 629.67, 633.77, 
632.62, 629.67, 633.77, 623.46, 
629.67, 633.77, 623.46, 622.52, 
633.77, 623.46, 622.52, 623.51, 
623.46, 622.52, 623.51, 617.73, 
622.52, 623.51, 617.73, 628.09, 
623.51, 617.73, 628.09, 632.6, 
617.73, 628.09, 632.6, 625.94, 
628.09, 632.6, 625.94, 620.97, 
632.6, 625.94, 620.97, 621.6, 
625.94, 620.97, 621.6, 617.79, 
620.97, 621.6, 617.79, 621.45, 
621.6, 617.79, 621.45, 624.57, 
617.79, 621.45, 624.57, 627.44, 
621.45, 624.57, 627.44, 623.25, 
624.57, 627.44, 623.25, 620.22, 
627.44, 623.25, 620.22, 620.65, 
623.25, 620.22, 620.65, 612.94, 
620.22, 620.65, 612.94, 602.84, 
620.65, 612.94, 602.84, 600.16, 
612.94, 602.84, 600.16, 595.1, 
602.84, 600.16, 595.1, 592.2, 
600.16, 595.1, 592.2, 583.73, 
595.1, 592.2, 583.73, 582.82, 
592.2, 583.73, 582.82, 571, 
583.73, 582.82, 571, 578.48, 
582.82, 571, 578.48, 594.19, 
571, 578.48, 594.19, 587.64, 
578.48, 594.19, 587.64, 585.39, 
594.19, 587.64, 585.39, 587.23, 
587.64, 585.39, 587.23, 584.01, 
585.39, 587.23, 584.01, 583.18, 
587.23, 584.01, 583.18, 586.43, 
584.01, 583.18, 586.43, 590.94, 
583.18, 586.43, 590.94, 588.25, 
586.43, 590.94, 588.25, 589.48, 
590.94, 588.25, 589.48, 578.94, 
588.25, 589.48, 578.94, 555.19, 
589.48, 578.94, 555.19, 548.18, 
578.94, 555.19, 548.18, 515.44, 
555.19, 548.18, 515.44, 499.4, 
548.18, 515.44, 499.4, 510.15, 
515.44, 499.4, 510.15, 496.57, 
499.4, 510.15, 496.57, 465.59, 
510.15, 496.57, 465.59, 481.54, 
496.57, 465.59, 481.54, 504.05, 
465.59, 481.54, 504.05, 519.8, 
481.54, 504.05, 519.8, 512.16, 
504.05, 519.8, 512.16, 500.74, 
519.8, 512.16, 500.74, 507.97, 
512.16, 500.74, 507.97, 503.12, 
500.74, 507.97, 503.12, 510.97, 
507.97, 503.12, 510.97, 508.96, 
503.12, 510.97, 508.96, 509.12, 
510.97, 508.96, 509.12, 508.91, 
508.96, 509.12, 508.91, 502.63, 
509.12, 508.91, 502.63, 482.43, 
508.91, 502.63, 482.43, 478.48, 
502.63, 482.43, 478.48, 477.75, 
482.43, 478.48, 477.75, 476.97, 
478.48, 477.75, 476.97, 487.62, 
477.75, 476.97, 487.62, 483.33, 
476.97, 487.62, 483.33, 482.07, 
487.62, 483.33, 482.07, 482.93, 
483.33, 482.07, 482.93, 472.59, 
482.07, 482.93, 472.59, 470.93, 
482.93, 472.59, 470.93, 480.79, 
472.59, 470.93, 480.79, 475.53, 
470.93, 480.79, 475.53, 474.44, 
480.79, 475.53, 474.44, 478.16, 
475.53, 474.44, 478.16, 477.25, 
474.44, 478.16, 477.25, 473.9, 
478.16, 477.25, 473.9, 455.35, 
477.25, 473.9, 455.35, 454.89, 
473.9, 455.35, 454.89, 426.72, 
455.35, 454.89, 426.72, 398.59, 
454.89, 426.72, 398.59, 408.04, 
426.72, 398.59, 408.04, 402.66, 
398.59, 408.04, 402.66, 399.96, 
408.04, 402.66, 399.96, 425.2, 
402.66, 399.96, 425.2, 425.22, 
399.96, 425.2, 425.22, 410.39, 
425.2, 425.22, 410.39, 399.63, 
425.22, 410.39, 399.63, 400.86, 
410.39, 399.63, 400.86, 384.12, 
399.63, 400.86, 384.12, 376.68, 
400.86, 384.12, 376.68, 384.7, 
384.12, 376.68, 384.7, 373.14, 
376.68, 384.7, 373.14, 375.96, 
384.7, 373.14, 375.96, 362.11, 
373.14, 375.96, 362.11, 334.94, 
375.96, 362.11, 334.94, 315.09, 
362.11, 334.94, 315.09, 333.68, 
334.94, 315.09, 333.68, 331, 
315.09, 333.68, 331, 345.6, 
333.68, 331, 345.6, 366.31, 
331, 345.6, 366.31, 359.67, 
345.6, 366.31, 359.67, 366.33, 
366.31, 359.67, 366.33, 369.74, 
359.67, 366.33, 369.74, 383.29, 
366.33, 369.74, 383.29, 402.46, 
369.74, 383.29, 402.46, 392.54, 
383.29, 402.46, 392.54, 381.82, 
402.46, 392.54, 381.82, 380.69, 
392.54, 381.82, 380.69, 387.64, 
381.82, 380.69, 387.64, 388.46, 
380.69, 387.64, 388.46, 381.29, 
387.64, 388.46, 381.29, 378.31, 
388.46, 381.29, 378.31, 381.92, 
381.29, 378.31, 381.92, 362.39, 
378.31, 381.92, 362.39, 356.69, 
381.92, 362.39, 356.69, 348.43, 
362.39, 356.69, 348.43, 350.32, 
356.69, 348.43, 350.32, 352.32, 
348.43, 350.32, 352.32, 353.86, 
350.32, 352.32, 353.86, 340.2, 
352.32, 353.86, 340.2, 342.12, 
353.86, 340.2, 342.12, 336.23, 
340.2, 342.12, 336.23, 326.35, 
342.12, 336.23, 326.35, 324.45, 
336.23, 326.35, 324.45, 326.45, 
326.35, 324.45, 326.45, 327.98, 
324.45, 326.45, 327.98, 341.03, 
326.45, 327.98, 341.03, 346.86, 
327.98, 341.03, 346.86, 342.99, 
341.03, 346.86, 342.99, 344.23, 
346.86, 342.99, 344.23, 357.54, 
342.99, 344.23, 357.54, 374.76, 
344.23, 357.54, 374.76, 366.74, 
357.54, 374.76, 366.74, 413.77, 
374.76, 366.74, 413.77, 418.8, 
366.74, 413.77, 418.8, 396.8, 
413.77, 418.8, 396.8, 379.74, 
418.8, 396.8, 379.74, 386.74, 
396.8, 379.74, 386.74, 388.9, 
379.74, 386.74, 388.9, 376.57, 
386.74, 388.9, 376.57, 376.93, 
388.9, 376.57, 376.93, 361.7, 
376.57, 376.93, 361.7, 351.01, 
376.93, 361.7, 351.01, 355.25, 
361.7, 351.01, 355.25, 363.06, 
351.01, 355.25, 363.06, 378.3, 
355.25, 363.06, 378.3, 377.93, 
363.06, 378.3, 377.93, 369.61, 
378.3, 377.93, 369.61, 369.79, 
377.93, 369.61, 369.79, 375.03, 
369.61, 369.79, 375.03, 376.28, 
369.79, 375.03, 376.28, 377.59, 
375.03, 376.28, 377.59, 379.24, 
376.28, 377.59, 379.24, 381.39, 
377.59, 379.24, 381.39, 377.54, 
379.24, 381.39, 377.54, 372.21, 
381.39, 377.54, 372.21, 372.56, 
377.54, 372.21, 372.56, 375.12, 
372.21, 372.56, 375.12, 375.34, 
372.56, 375.12, 375.34, 365.7, 
375.12, 375.34, 365.7, 352.35, 
375.34, 365.7, 352.35, 348.02, 
365.7, 352.35, 348.02, 349.98, 
352.35, 348.02, 349.98, 352.15, 
348.02, 349.98, 352.15, 347.43, 
349.98, 352.15, 347.43, 351.11, 
352.15, 347.43, 351.11, 340.24, 
347.43, 351.11, 340.24, 330.69, 
351.11, 340.24, 330.69, 320.79, 
340.24, 330.69, 320.79, 312.43, 
330.69, 320.79, 312.43, 314.99, 
320.79, 312.43, 314.99, 326.96, 
312.43, 314.99, 326.96, 322.57, 
314.99, 326.96, 322.57, 330.07, 
326.96, 322.57, 330.07, 334.74, 
322.57, 330.07, 334.74, 325.19, 
330.07, 334.74, 325.19, 318.48, 
334.74, 325.19, 318.48, 326.1, 
325.19, 318.48, 326.1, 316.53, 
318.48, 326.1, 316.53, 316.67, 
326.1, 316.53, 316.67, 314.42, 
316.53, 316.67, 314.42, 309.81, 
316.67, 314.42, 309.81, 316.9, 
314.42, 309.81, 316.9, 315.23, 
309.81, 316.9, 315.23, 315.03, 
316.9, 315.23, 315.03, 293.11, 
315.23, 315.03, 293.11, 271.68, 
315.03, 293.11, 271.68, 271.39, 
293.11, 271.68, 271.39, 282.85, 
271.68, 271.39, 282.85, 293.46, 
271.39, 282.85, 293.46, 287.17, 
282.85, 293.46, 287.17, 278.13, 
293.46, 287.17, 278.13, 277.14, 
287.17, 278.13, 277.14, 268.93, 
278.13, 277.14, 268.93, 268.91, 
277.14, 268.93, 268.91, 234.63, 
268.93, 268.91, 234.63, 192.13, 
268.91, 234.63, 192.13, 208.79, 
234.63, 192.13, 208.79, 208.81, 
192.13, 208.79, 208.81, 200.21, 
208.79, 208.81, 200.21, 209.06, 
208.81, 200.21, 209.06, 215.72, 
200.21, 209.06, 215.72, 211.52, 
209.06, 215.72, 211.52, 220, 
215.72, 211.52, 220, 232.36, 
211.52, 220, 232.36, 232.38, 
220, 232.36, 232.38, 246.29, 
232.36, 232.38, 246.29, 250.55, 
232.38, 246.29, 250.55, 273.97, 
246.29, 250.55, 273.97, 261.86, 
250.55, 273.97, 261.86, 240.7, 
273.97, 261.86, 240.7, 232.02, 
261.86, 240.7, 232.02, 228.99, 
240.7, 232.02, 228.99, 223.65, 
232.02, 228.99, 223.65, 223.54, 
228.99, 223.65, 223.54, 230.6, 
223.65, 223.54, 230.6, 229.09, 
223.54, 230.6, 229.09, 226.62, 
230.6, 229.09, 226.62, 218.86, 
229.09, 226.62, 218.86, 222.08, 
226.62, 218.86, 222.08, 227.2, 
218.86, 222.08, 227.2, 223.57, 
222.08, 227.2, 223.57, 220.59, 
227.2, 223.57, 220.59, 219.78, 
223.57, 220.59, 219.78, 220.27, 
220.59, 219.78, 220.27, 221.35, 
219.78, 220.27, 221.35, 236.64, 
220.27, 221.35, 236.64, 251.7, 
221.35, 236.64, 251.7, 239.64, 
236.64, 251.7, 239.64, 234.86, 
251.7, 239.64, 234.86, 241.45, 
239.64, 234.86, 241.45, 237.79, 
234.86, 241.45, 237.79, 239.72, 
241.45, 237.79, 239.72, 243, 
237.79, 239.72, 243, 244.41, 
239.72, 243, 244.41, 237.8, 
243, 244.41, 237.8, 239.13, 
244.41, 237.8, 239.13, 238.4, 
237.8, 239.13, 238.4, 237.49, 
239.13, 238.4, 237.49, 236.25, 
238.4, 237.49, 236.25, 252.63, 
237.49, 236.25, 252.63, 257.25, 
236.25, 252.63, 257.25, 253.49, 
252.63, 257.25, 253.49, 267.96, 
257.25, 253.49, 267.96, 279.85, 
253.49, 267.96, 279.85, 275.94, 
267.96, 279.85, 275.94, 273.65, 
279.85, 275.94, 273.65, 273.22, 
275.94, 273.65, 273.22, 275.99, 
273.65, 273.22, 275.99, 275.01, 
273.22, 275.99, 275.01, 286.53, 
275.99, 275.01, 286.53, 292.42, 
275.01, 286.53, 292.42, 295.09, 
286.53, 292.42, 295.09, 294.94, 
292.42, 295.09, 294.94, 287.83, 
295.09, 294.94, 287.83, 282.82, 
294.94, 287.83, 282.82, 282.14, 
287.83, 282.82, 282.14, 290.83, 
282.82, 282.14, 290.83, 287.38, 
282.14, 290.83, 287.38, 265.06, 
290.83, 287.38, 265.06, 258.2, 
287.38, 265.06, 258.2, 260.33, 
265.06, 258.2, 260.33, 259.99, 
258.2, 260.33, 259.99, 265.45, 
260.33, 259.99, 265.45, 265.95, 
259.99, 265.45, 265.95, 250.16, 
265.45, 265.95, 250.16, 246.17, 
265.95, 250.16, 246.17, 249.6, 
250.16, 246.17, 249.6, 247.5, 
246.17, 249.6, 247.5, 252.13, 
249.6, 247.5, 252.13, 243.86, 
247.5, 252.13, 243.86, 247.6, 
252.13, 243.86, 247.6, 244.67, 
243.86, 247.6, 244.67, 245.31, 
247.6, 244.67, 245.31, 251.39, 
244.67, 245.31, 251.39, 253.7, 
245.31, 251.39, 253.7, 253.04, 
251.39, 253.7, 253.04, 257.89, 
253.7, 253.04, 257.89, 255.91, 
253.04, 257.89, 255.91, 254.27, 
257.89, 255.91, 254.27, 246.78, 
255.91, 254.27, 246.78, 240.83, 
254.27, 246.78, 240.83, 236.57, 
246.78, 240.83, 236.57, 236.38, 
240.83, 236.57, 236.38, 236.41, 
236.57, 236.38, 236.41, 227.79, 
236.38, 236.41, 227.79, 220.4, 
236.41, 227.79, 220.4, 222.02, 
227.79, 220.4, 222.02, 228.26, 
220.4, 222.02, 228.26, 223.66, 
222.02, 228.26, 223.66, 223.03, 
228.26, 223.66, 223.03, 225.62, 
223.66, 223.03, 225.62, 224.39, 
223.03, 225.62, 224.39, 229.94, 
225.62, 224.39, 229.94, 235.37, 
224.39, 229.94, 235.37, 235.27, 
229.94, 235.37, 235.27, 229.53, 
235.37, 235.27, 229.53, 227.86, 
235.27, 229.53, 227.86, 218.85, 
229.53, 227.86, 218.85, 224.7, 
227.86, 218.85, 224.7, 225.68, 
218.85, 224.7, 225.68, 228.85, 
224.7, 225.68, 228.85, 235.08, 
225.68, 228.85, 235.08, 234.19, 
228.85, 235.08, 234.19, 235.37, 
235.08, 234.19, 235.37, 240.72, 
234.19, 235.37, 240.72, 238.75, 
235.37, 240.72, 238.75, 236.09, 
240.72, 238.75, 236.09, 233.32, 
238.75, 236.09, 233.32, 235.98, 
236.09, 233.32, 235.98, 242.98, 
233.32, 235.98, 242.98, 241.63, 
235.98, 242.98, 241.63, 240.85, 
242.98, 241.63, 240.85, 242.35, 
241.63, 240.85, 242.35, 241.84, 
240.85, 242.35, 241.84, 240.56, 
242.35, 241.84, 240.56, 238.53, 
241.84, 240.56, 238.53, 237.88, 
240.56, 238.53, 237.88, 236.94, 
238.53, 237.88, 236.94, 237.05, 
237.88, 236.94, 237.05, 235.09, 
236.94, 237.05, 235.09, 234.29, 
237.05, 235.09, 234.29, 234.42, 
235.09, 234.29, 234.42, 235.84, 
234.29, 234.42, 235.84, 239.64, 
234.42, 235.84, 239.64, 239.79, 
235.84, 239.64, 239.79, 240.56, 
239.64, 239.79, 240.56, 237.99, 
239.79, 240.56, 237.99, 237.61, 
240.56, 237.99, 237.61, 237.62, 
237.99, 237.61, 237.62, 237.88, 
237.61, 237.62, 237.88, 235.22, 
237.62, 237.88, 235.22, 233.87, 
237.88, 235.22, 233.87, 231.75, 
235.22, 233.87, 231.75, 224.65, 
233.87, 231.75, 224.65, 225.62, 
231.75, 224.65, 225.62, 226.09, 
224.65, 225.62, 226.09, 225.45, 
225.62, 226.09, 225.45, 225.47, 
226.09, 225.45, 225.47, 226.07, 
225.45, 225.47, 226.07, 224.38, 
225.47, 226.07, 224.38, 228.58, 
226.07, 224.38, 228.58, 230.18, 
224.38, 228.58, 230.18, 229.69, 
228.58, 230.18, 229.69, 230.41, 
230.18, 229.69, 230.41, 231.01, 
229.69, 230.41, 231.01, 234.94, 
230.41, 231.01, 234.94, 234.14, 
231.01, 234.94, 234.14, 236.98, 
234.94, 234.14, 236.98, 246.68, 
234.14, 236.98, 246.68, 250.58, 
236.98, 246.68, 250.58, 248.16, 
246.68, 250.58, 248.16, 246.24, 
