127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 
126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 
125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 
126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 
125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 
125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 
127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 
127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 
129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 
132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 
129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 
129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 
127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 
111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 
122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 
126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 
124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 
125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 
124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 
127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 
127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 
129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 
133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 
132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 
135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 
138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 
141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 
146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 
148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 
158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 
167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 
171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 
183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 
195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 
199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 
185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 
177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 
186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 
188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 
195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 
201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 
198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 
205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 
203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 
204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 
212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 
227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 
260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 
267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 
294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 
333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 
338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 
335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 
340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 
358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 
406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 
413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 
456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 
444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 
504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 
653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 
545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 
644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 
694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 
772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 
768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 
773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 
853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 
901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 
963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 
1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 
1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 
1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 
951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 
1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 
1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 
1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 
992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 
776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 
730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 
817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 
897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 
946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 
873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 
894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 
881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 
859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 
808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 
706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 
623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 
562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 
694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 
626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 
624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 
629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 
663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 
669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 
702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 
760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 
734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 
725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 
742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 
757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 
760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 
771.3, 811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 
811.47, 819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 
819.23, 864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 
864.65, 957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 
957.35, 939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 
939.27, 842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 
842.64, 843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 
843.84, 842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 
842.98, 888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 
888.05, 897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 
897.51, 857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 
857.75, 845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 
845.5, 834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 
834.26, 866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 
866.23, 845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 
845.19, 817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 
817.63, 837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 
837.4, 855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 809.57, 
855.48, 874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 809.57, 841.51, 
874.82, 870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 809.57, 841.51, 815.39, 
870.64, 853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 809.57, 841.51, 815.39, 785.62, 
853.58, 833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 809.57, 841.51, 815.39, 785.62, 715.76, 
833.93, 805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 809.57, 841.51, 815.39, 785.62, 715.76, 680.58, 
805.12, 854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 809.57, 841.51, 815.39, 785.62, 715.76, 680.58, 687.89, 
854.89, 887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 809.57, 841.51, 815.39, 785.62, 715.76, 680.58, 687.89, 673.81, 
887.98, 787.18, 825.6, 821.93, 822.31, 827.55, 846.43, 831.2, 809.57, 841.51, 815.39, 785.62, 715.76, 680.58, 687.89, 673.81, 662.36, 
