104.52, 1
108.11, 1
111.43, 1
113.84, 0
112.92, 0
111.21, 1
112.55, 1
113.13, 1
114.43, 1
122.06, 0
121.7, 0
120.57, 1
127.83, 1
134.31, 0
131.89, 1
132.11, 1
132.48, 0
126.74, 0
122.25, 0
120.79, 1
120.98, 1
121.07, 1
124.93, 1
126.57, 1
129, 1
130.6, 0
129.69, 0
127.37, 1
128.29, 0
127.87, 1
129.67, 0
129.39, 0
127.23, 0
126.31, 0
125.84, 1
126.13, 0
125.16, 1
125.92, 1
127.22, 1
127.68, 1
129.85, 1
132.96, 0
129.74, 1
129.84, 0
127.69, 0
111.32, 1
122.84, 1
126.11, 0
124.17, 1
125.45, 0
124.77, 1
127.2, 1
127.89, 1
129.28, 1
133.07, 0
132.18, 1
135.38, 1
138.33, 1
141.6, 1
146.54, 1
148.02, 1
158.35, 1
167.51, 1
171.37, 1
183.73, 1
195.52, 1
199.84, 0
185.46, 0
177.58, 1
186.44, 1
188.72, 1
195.37, 1
201.5, 0
198.65, 1
205.55, 0
203.25, 1
204.16, 1
212.03, 1
227.65, 1
260.9, 1
267.87, 1
294.77, 1
333.74, 1
338.13, 0
335.45, 1
340.03, 1
358.66, 1
406.2, 1
413.8, 1
456.96, 0
444.98, 1
504.52, 1
653.75, 0
545.07, 1
644.17, 1
694.61, 1
772.31, 0
768.95, 1
773.23, 1
853.12, 1
901.68, 1
963.83, 1
1049.35, 1
1102.54, 0
1094.99, 0
951.58, 1
1031.68, 1
1080.61, 1
1091.44, 0
992.26, 0
776.36, 0
730.1, 1
817.61, 1
897.54, 1
946.85, 0
873.03, 1
894.43, 0
881.59, 0
859.13, 0
808.14, 0
706.87, 0
623.38, 0
562.33, 1
694.1, 0
626.2, 0
624.07, 1
629.45, 1
663.41, 1
669.09, 1
702.13, 1
760.84, 0
734.62, 0
725.49, 1
742.42, 1
757.71, 1
760.91, 1
771.3, 1
811.47, 1
819.23, 1
864.65, 1
957.35, 0
939.27, 0
842.64, 1
843.84, 0
842.98, 1
888.05, 1
897.51, 0
857.75, 0
845.5, 0
834.26, 1
866.23, 0
845.19, 0
817.63, 1
837.4, 1
855.48, 1
874.82, 0
870.64, 0
853.58, 0
833.93, 0
805.12, 1
854.89, 1
887.98, 0
787.18, 1
825.6, 0
821.93, 1
822.31, 1
827.55, 1
846.43, 0
831.2, 0
809.57, 1
841.51, 0
815.39, 0
785.62, 0
715.76, 0
680.58, 1
687.89, 0
673.81, 0
662.36, 0
653.72, 0
614.82, 1
659.26, 0
648.36, 0
608.54, 1
624.95, 0
614.93, 1
622.34, 0
562.62, 1
568.16, 1
600.64, 0
594.46, 0
547.14, 0
529.19, 1
581, 0
579.03, 0
567.93, 0
565.62, 0
557.3, 1
662.28, 1
665, 0
655.51, 1
658.71, 0
627.36, 0
616.06, 1
637.04, 0
626.45, 1
629.08, 1
633.59, 1
639.1, 0
627.99, 1
629.35, 1
630.53, 0
622.9, 0
613.84, 0
610.04, 0
583.67, 0
578.36, 0
562.2, 1
564.25, 1
574.88, 0
563.9, 1
581.1, 0
512.9, 0
501.32, 0
497.05, 0
462.2, 0
457.6, 1
478.67, 0
449.1, 0
442.61, 1
447.95, 1
457.53, 1
460.37, 0
449.64, 1
450.79, 0
437.47, 0
386.66, 1
414.53, 1
422.03, 0
413.6, 1
465.45, 1
500.99, 1
518.77, 0
498.45, 0
481.16, 1
496.48, 1
498.76, 0
494.62, 0
489.03, 0
486.85, 0
481.38, 0
461.23, 0
457.93, 0
440.41, 0
439.29, 1
443.31, 1
446.22, 1
455.13, 0
448.08, 0
436.12, 0
434.63, 0
430.67, 0
427.55, 1
438.17, 1
438.25, 1
446.24, 1
451.43, 0
439.36, 0
438.87, 0
437.84, 1
443.26, 1
444.92, 1
446.33, 1
446.42, 0
444.9, 1
460.48, 1
478.49, 1
490.43, 1
517.66, 1
524.19, 1
535.36, 1
566.38, 1
581.56, 0
573.32, 0
571.84, 1
583.53, 1
607.55, 1
619.78, 1
637.66, 1
644.3, 1
660.72, 0
639.39, 1
654.25, 0
650.66, 1
652.67, 0
647.99, 1
649.14, 1
651.43, 0
637.21, 0
605.43, 0
593.12, 0
570.85, 1
576.37, 1
594.26, 1
602.02, 1
603.48, 0
599.77, 0
591.11, 1
591.8, 1
599.1, 0
587.56, 0
584.29, 0
566.76, 1
579.23, 1
596.02, 1
606.34, 0
596.2, 1
631.09, 1
646.47, 1
649.16, 0
638.62, 0
632.62, 0
629.67, 1
633.77, 0
623.46, 0
622.52, 1
623.51, 0
617.73, 1
628.09, 1
632.6, 0
625.94, 0
620.97, 1
621.6, 0
617.79, 1
621.45, 1
624.57, 1
627.44, 0
623.25, 0
620.22, 1
620.65, 0
612.94, 0
602.84, 0
600.16, 0
595.1, 0
592.2, 0
583.73, 0
582.82, 0
571, 1
578.48, 1
594.19, 0
587.64, 0
585.39, 1
587.23, 0
584.01, 0
583.18, 1
586.43, 1
590.94, 0
588.25, 1
589.48, 0
578.94, 0
555.19, 0
548.18, 0
515.44, 0
499.4, 1
510.15, 0
496.57, 0
465.59, 1
481.54, 1
504.05, 1
519.8, 0
512.16, 0
500.74, 1
507.97, 0
503.12, 1
510.97, 0
508.96, 1
509.12, 0
508.91, 0
502.63, 0
482.43, 0
478.48, 0
477.75, 0
476.97, 1
487.62, 0
483.33, 0
482.07, 1
482.93, 0
472.59, 0
470.93, 1
480.79, 0
475.53, 0
474.44, 1
478.16, 0
477.25, 0
473.9, 0
455.35, 0
454.89, 0
426.72, 0
398.59, 1
408.04, 0
402.66, 0
399.96, 1
425.2, 1
425.22, 0
410.39, 0
399.63, 1
400.86, 0
384.12, 0
376.68, 1
384.7, 0
373.14, 1
375.96, 0
362.11, 0
334.94, 0
315.09, 1
333.68, 0
331, 1
345.6, 1
366.31, 0
359.67, 1
366.33, 1
369.74, 1
383.29, 1
402.46, 0
392.54, 0
381.82, 0
380.69, 1
387.64, 1
388.46, 0
381.29, 0
378.31, 1
381.92, 0
362.39, 0
356.69, 0
348.43, 1
350.32, 1
352.32, 1
353.86, 0
340.2, 1
342.12, 0
336.23, 0
326.35, 0
324.45, 1
326.45, 1
327.98, 1
341.03, 1
346.86, 0
342.99, 1
344.23, 1
357.54, 1
374.76, 0
366.74, 1
413.77, 1
418.8, 0
396.8, 0
379.74, 1
386.74, 1
388.9, 0
376.57, 1
376.93, 0
361.7, 0
351.01, 1
355.25, 1
363.06, 1
378.3, 0
377.93, 0
369.61, 1
369.79, 1
375.03, 1
376.28, 1
377.59, 1
379.24, 1
381.39, 0
377.54, 0
372.21, 1
372.56, 1
375.12, 1
375.34, 0
365.7, 0
352.35, 0
348.02, 1
349.98, 1
352.15, 0
347.43, 1
351.11, 0
340.24, 0
330.69, 0
320.79, 0
312.43, 1
314.99, 1
326.96, 0
322.57, 1
330.07, 1
334.74, 0
325.19, 0
318.48, 1
326.1, 0
316.53, 1
316.67, 0
314.42, 0
309.81, 1
316.9, 0
315.23, 0
315.03, 0
293.11, 0
271.68, 0
