"['21.159299084030266', '0']"
"['21.159299084030266', '0']"
"['21.159299084030266', '0']"
"['23.58741537236161', '0']"
"['24.28116288331342', '0']"
"['24.97491039426523', '0']"
"['22.893667861409796', '1']"
"['22.546794105933888', '1']"
"['21.85304659498208', '0']"
"['21.159299084030266', '0']"
"['21.50617283950617', '1']"
"['24.28116288331342', '0']"
"['28.443647949024292', '0']"
"['24.628036638789325', '1']"
"['21.159299084030266', '1']"
"['21.85304659498208', '0']"
"['21.85304659498208', '1']"
"['24.628036638789325', '0']"
"['24.97491039426523', '0']"
"['34.6873755475906', '0']"
"['28.096774193548384', '0']"
"['26.552995391705068', '0']"
"['27.170506912442395', '1']"
