177.58, 186.44, 188.72, 195.37, 28, 26, 29, 63, 1
186.44, 188.72, 195.37, 201.5, 26, 29, 63, 100, 0
188.72, 195.37, 201.5, 198.65, 29, 63, 100, 68, 1
195.37, 201.5, 198.65, 205.55, 63, 100, 68, 51, 0
201.5, 198.65, 205.55, 203.25, 100, 68, 51, 41, 1
198.65, 205.55, 203.25, 204.16, 68, 51, 41, 37, 1
205.55, 203.25, 204.16, 212.03, 51, 41, 37, 44, 1
203.25, 204.16, 212.03, 227.65, 41, 37, 44, 47, 1
204.16, 212.03, 227.65, 260.9, 37, 44, 47, 53, 1
212.03, 227.65, 260.9, 267.87, 44, 47, 53, 65, 1
227.65, 260.9, 267.87, 294.77, 47, 53, 65, 64, 1
260.9, 267.87, 294.77, 333.74, 53, 65, 64, 65, 1
267.87, 294.77, 333.74, 338.13, 65, 64, 65, 58, 0
294.77, 333.74, 338.13, 335.45, 64, 65, 58, 49, 1
333.74, 338.13, 335.45, 340.03, 65, 58, 49, 52, 1
338.13, 335.45, 340.03, 358.66, 58, 49, 52, 61, 1
335.45, 340.03, 358.66, 406.2, 49, 52, 61, 65, 1
340.03, 358.66, 406.2, 413.8, 52, 61, 65, 63, 1
358.66, 406.2, 413.8, 456.96, 61, 65, 63, 61, 0
406.2, 413.8, 456.96, 444.98, 65, 63, 61, 67, 1
413.8, 456.96, 444.98, 504.52, 63, 61, 67, 143.92592592592592, 1
456.96, 444.98, 504.52, 653.75, 61, 67, 143.92592592592592, 205.96296296296296, 0
444.98, 504.52, 653.75, 545.07, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 1
504.52, 653.75, 545.07, 644.17, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 1
653.75, 545.07, 644.17, 694.61, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 1
545.07, 644.17, 694.61, 772.31, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 0
644.17, 694.61, 772.31, 768.95, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 1
694.61, 772.31, 768.95, 773.23, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 1
772.31, 768.95, 773.23, 853.12, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 1
768.95, 773.23, 853.12, 901.68, 91.81481481481481, 94.29629629629629, 96.77777777777777, 163.77777777777777, 1
773.23, 853.12, 901.68, 963.83, 94.29629629629629, 96.77777777777777, 163.77777777777777, 248.14814814814815, 1
853.12, 901.68, 963.83, 1049.35, 96.77777777777777, 163.77777777777777, 248.14814814814815, 220.85185185185185, 1
901.68, 963.83, 1049.35, 1102.54, 163.77777777777777, 248.14814814814815, 220.85185185185185, 166.25925925925927, 0
963.83, 1049.35, 1102.54, 1094.99, 248.14814814814815, 220.85185185185185, 166.25925925925927, 143.92592592592592, 0
1049.35, 1102.54, 1094.99, 951.58, 220.85185185185185, 166.25925925925927, 143.92592592592592, 151.37037037037035, 1
1102.54, 1094.99, 951.58, 1031.68, 166.25925925925927, 143.92592592592592, 151.37037037037035, 136.48148148148147, 1
1094.99, 951.58, 1031.68, 1080.61, 143.92592592592592, 151.37037037037035, 136.48148148148147, 121.5925925925926, 1
951.58, 1031.68, 1080.61, 1091.44, 151.37037037037035, 136.48148148148147, 121.5925925925926, 173.7037037037037, 0
1031.68, 1080.61, 1091.44, 992.26, 136.48148148148147, 121.5925925925926, 173.7037037037037, 158.8148148148148, 0
1080.61, 1091.44, 992.26, 776.36, 121.5925925925926, 173.7037037037037, 158.8148148148148, 171.22222222222223, 0
1091.44, 992.26, 776.36, 730.1, 173.7037037037037, 158.8148148148148, 171.22222222222223, 121.5925925925926, 1
992.26, 776.36, 730.1, 817.61, 158.8148148148148, 171.22222222222223, 121.5925925925926, 121.5925925925926, 1
776.36, 730.1, 817.61, 897.54, 171.22222222222223, 121.5925925925926, 121.5925925925926, 111.66666666666666, 1
730.1, 817.61, 897.54, 946.85, 121.5925925925926, 121.5925925925926, 111.66666666666666, 109.18518518518518, 0
817.61, 897.54, 946.85, 873.03, 121.5925925925926, 111.66666666666666, 109.18518518518518, 99.25925925925925, 1
897.54, 946.85, 873.03, 894.43, 111.66666666666666, 109.18518518518518, 99.25925925925925, 99.25925925925925, 0
946.85, 873.03, 894.43, 881.59, 109.18518518518518, 99.25925925925925, 99.25925925925925, 81.88888888888889, 0
873.03, 894.43, 881.59, 859.13, 99.25925925925925, 99.25925925925925, 81.88888888888889, 91.81481481481481, 0
894.43, 881.59, 859.13, 808.14, 99.25925925925925, 81.88888888888889, 91.81481481481481, 104.22222222222221, 0
881.59, 859.13, 808.14, 706.87, 81.88888888888889, 91.81481481481481, 104.22222222222221, 101.74074074074073, 0
859.13, 808.14, 706.87, 623.38, 91.81481481481481, 104.22222222222221, 101.74074074074073, 181.14814814814815, 0
808.14, 706.87, 623.38, 562.33, 104.22222222222221, 101.74074074074073, 181.14814814814815, 126.55555555555556, 1
706.87, 623.38, 562.33, 694.1, 101.74074074074073, 181.14814814814815, 126.55555555555556, 94.29629629629629, 0
623.38, 562.33, 694.1, 626.2, 181.14814814814815, 126.55555555555556, 94.29629629629629, 84.37037037037037, 0
562.33, 694.1, 626.2, 624.07, 126.55555555555556, 94.29629629629629, 84.37037037037037, 86.85185185185185, 1
694.1, 626.2, 624.07, 629.45, 94.29629629629629, 84.37037037037037, 86.85185185185185, 79.4074074074074, 1
626.2, 624.07, 629.45, 663.41, 84.37037037037037, 86.85185185185185, 79.4074074074074, 74.44444444444444, 1
624.07, 629.45, 663.41, 669.09, 86.85185185185185, 79.4074074074074, 74.44444444444444, 71.96296296296296, 1
629.45, 663.41, 669.09, 702.13, 79.4074074074074, 74.44444444444444, 71.96296296296296, 69.48148148148148, 1
663.41, 669.09, 702.13, 760.84, 74.44444444444444, 71.96296296296296, 69.48148148148148, 71.96296296296296, 0
669.09, 702.13, 760.84, 734.62, 71.96296296296296, 69.48148148148148, 71.96296296296296, 64.51851851851852, 0
702.13, 760.84, 734.62, 725.49, 69.48148148148148, 71.96296296296296, 64.51851851851852, 62.03703703703704, 1
760.84, 734.62, 725.49, 742.42, 71.96296296296296, 64.51851851851852, 62.03703703703704, 64.51851851851852, 1
734.62, 725.49, 742.42, 757.71, 64.51851851851852, 62.03703703703704, 64.51851851851852, 59.55555555555556, 1
725.49, 742.42, 757.71, 760.91, 62.03703703703704, 64.51851851851852, 59.55555555555556, 57.07407407407407, 1
742.42, 757.71, 760.91, 771.3, 64.51851851851852, 59.55555555555556, 57.07407407407407, 59.55555555555556, 1
757.71, 760.91, 771.3, 811.47, 59.55555555555556, 57.07407407407407, 59.55555555555556, 67.0, 1
760.91, 771.3, 811.47, 819.23, 57.07407407407407, 59.55555555555556, 67.0, 59.55555555555556, 1
771.3, 811.47, 819.23, 864.65, 59.55555555555556, 67.0, 59.55555555555556, 64.51851851851852, 1
811.47, 819.23, 864.65, 957.35, 67.0, 59.55555555555556, 64.51851851851852, 79.4074074074074, 0
819.23, 864.65, 957.35, 939.27, 59.55555555555556, 64.51851851851852, 79.4074074074074, 79.4074074074074, 0
864.65, 957.35, 939.27, 842.64, 64.51851851851852, 79.4074074074074, 79.4074074074074, 74.44444444444444, 1
957.35, 939.27, 842.64, 843.84, 79.4074074074074, 79.4074074074074, 74.44444444444444, 71.96296296296296, 0
939.27, 842.64, 843.84, 842.98, 79.4074074074074, 74.44444444444444, 71.96296296296296, 71.96296296296296, 1
842.64, 843.84, 842.98, 888.05, 74.44444444444444, 71.96296296296296, 71.96296296296296, 67.0, 1
843.84, 842.98, 888.05, 897.51, 71.96296296296296, 71.96296296296296, 67.0, 64.51851851851852, 0
842.98, 888.05, 897.51, 857.75, 71.96296296296296, 67.0, 64.51851851851852, 67.0, 0
888.05, 897.51, 857.75, 845.5, 67.0, 64.51851851851852, 67.0, 64.51851851851852, 0
897.51, 857.75, 845.5, 834.26, 64.51851851851852, 67.0, 64.51851851851852, 64.51851851851852, 1
857.75, 845.5, 834.26, 866.23, 67.0, 64.51851851851852, 64.51851851851852, 81.88888888888889, 0
845.5, 834.26, 866.23, 845.19, 64.51851851851852, 64.51851851851852, 81.88888888888889, 81.88888888888889, 0
834.26, 866.23, 845.19, 817.63, 64.51851851851852, 81.88888888888889, 81.88888888888889, 57.07407407407407, 1
866.23, 845.19, 817.63, 837.4, 81.88888888888889, 81.88888888888889, 57.07407407407407, 59.55555555555556, 1
845.19, 817.63, 837.4, 855.48, 81.88888888888889, 57.07407407407407, 59.55555555555556, 69.48148148148148, 1
817.63, 837.4, 855.48, 874.82, 57.07407407407407, 59.55555555555556, 69.48148148148148, 76.92592592592592, 0
837.4, 855.48, 874.82, 870.64, 59.55555555555556, 69.48148148148148, 76.92592592592592, 84.37037037037037, 0
855.48, 874.82, 870.64, 853.58, 69.48148148148148, 76.92592592592592, 84.37037037037037, 74.44444444444444, 0
874.82, 870.64, 853.58, 833.93, 76.92592592592592, 84.37037037037037, 74.44444444444444, 71.96296296296296, 0
870.64, 853.58, 833.93, 805.12, 84.37037037037037, 74.44444444444444, 71.96296296296296, 59.55555555555556, 1
853.58, 833.93, 805.12, 854.89, 74.44444444444444, 71.96296296296296, 59.55555555555556, 59.55555555555556, 1
833.93, 805.12, 854.89, 887.98, 71.96296296296296, 59.55555555555556, 59.55555555555556, 84.37037037037037, 0
805.12, 854.89, 887.98, 787.18, 59.55555555555556, 59.55555555555556, 84.37037037037037, 94.29629629629629, 1
854.89, 887.98, 787.18, 825.6, 59.55555555555556, 84.37037037037037, 94.29629629629629, 71.96296296296296, 0
887.98, 787.18, 825.6, 821.93, 84.37037037037037, 94.29629629629629, 71.96296296296296, 62.03703703703704, 1
787.18, 825.6, 821.93, 822.31, 94.29629629629629, 71.96296296296296, 62.03703703703704, 57.07407407407407, 1
825.6, 821.93, 822.31, 827.55, 71.96296296296296, 62.03703703703704, 57.07407407407407, 54.59259259259259, 1
821.93, 822.31, 827.55, 846.43, 62.03703703703704, 57.07407407407407, 54.59259259259259, 54.59259259259259, 0
822.31, 827.55, 846.43, 831.2, 57.07407407407407, 54.59259259259259, 54.59259259259259, 52.11111111111111, 0
827.55, 846.43, 831.2, 809.57, 54.59259259259259, 54.59259259259259, 52.11111111111111, 54.59259259259259, 1
846.43, 831.2, 809.57, 841.51, 54.59259259259259, 52.11111111111111, 54.59259259259259, 54.59259259259259, 0
831.2, 809.57, 841.51, 815.39, 52.11111111111111, 54.59259259259259, 54.59259259259259, 57.07407407407407, 0
809.57, 841.51, 815.39, 785.62, 54.59259259259259, 54.59259259259259, 57.07407407407407, 84.37037037037037, 0
841.51, 815.39, 785.62, 715.76, 54.59259259259259, 57.07407407407407, 84.37037037037037, 64.51851851851852, 0
815.39, 785.62, 715.76, 680.58, 57.07407407407407, 84.37037037037037, 64.51851851851852, 62.03703703703704, 1
785.62, 715.76, 680.58, 687.89, 84.37037037037037, 64.51851851851852, 62.03703703703704, 94.29629629629629, 0
715.76, 680.58, 687.89, 673.81, 64.51851851851852, 62.03703703703704, 94.29629629629629, 86.85185185185185, 0
680.58, 687.89, 673.81, 662.36, 62.03703703703704, 94.29629629629629, 86.85185185185185, 74.44444444444444, 0
687.89, 673.81, 662.36, 653.72, 94.29629629629629, 86.85185185185185, 74.44444444444444, 69.48148148148148, 0
673.81, 662.36, 653.72, 614.82, 86.85185185185185, 74.44444444444444, 69.48148148148148, 89.33333333333333, 1
662.36, 653.72, 614.82, 659.26, 74.44444444444444, 69.48148148148148, 89.33333333333333, 62.03703703703704, 0
653.72, 614.82, 659.26, 648.36, 69.48148148148148, 89.33333333333333, 62.03703703703704, 66.0394265232975, 0
614.82, 659.26, 648.36, 608.54, 89.33333333333333, 62.03703703703704, 66.0394265232975, 62.03703703703704, 1
659.26, 648.36, 608.54, 624.95, 62.03703703703704, 66.0394265232975, 62.03703703703704, 68.04062126642772, 0
648.36, 608.54, 624.95, 614.93, 66.0394265232975, 62.03703703703704, 68.04062126642772, 68.04062126642772, 1
608.54, 624.95, 614.93, 622.34, 62.03703703703704, 68.04062126642772, 68.04062126642772, 74.0442054958184, 0
624.95, 614.93, 622.34, 562.62, 68.04062126642772, 68.04062126642772, 74.0442054958184, 70.04181600955795, 1
614.93, 622.34, 562.62, 568.16, 68.04062126642772, 74.0442054958184, 70.04181600955795, 56.033452807646356, 1
622.34, 562.62, 568.16, 600.64, 74.0442054958184, 70.04181600955795, 56.033452807646356, 52.0310633213859, 0
562.62, 568.16, 600.64, 594.46, 70.04181600955795, 56.033452807646356, 52.0310633213859, 82.04898446833931, 0
568.16, 600.64, 594.46, 547.14, 56.033452807646356, 52.0310633213859, 82.04898446833931, 200.1194743130227, 0
600.64, 594.46, 547.14, 529.19, 52.0310633213859, 82.04898446833931, 200.1194743130227, 146.08721624850656, 1
594.46, 547.14, 529.19, 581, 82.04898446833931, 200.1194743130227, 146.08721624850656, 92.05495818399045, 0
547.14, 529.19, 581, 579.03, 200.1194743130227, 146.08721624850656, 92.05495818399045, 134.0800477897252, 0
529.19, 581, 579.03, 567.93, 146.08721624850656, 92.05495818399045, 134.0800477897252, 98.05854241338112, 0
581, 579.03, 567.93, 565.62, 92.05495818399045, 134.0800477897252, 98.05854241338112, 72.04301075268818, 0
579.03, 567.93, 565.62, 557.3, 134.0800477897252, 98.05854241338112, 72.04301075268818, 72.04301075268818, 1
567.93, 565.62, 557.3, 662.28, 98.05854241338112, 72.04301075268818, 72.04301075268818, 76.04540023894863, 1
565.62, 557.3, 662.28, 665, 72.04301075268818, 72.04301075268818, 76.04540023894863, 86.05137395459977, 0
557.3, 662.28, 665, 655.51, 72.04301075268818, 76.04540023894863, 86.05137395459977, 126.0752688172043, 1
662.28, 665, 655.51, 658.71, 76.04540023894863, 86.05137395459977, 126.0752688172043, 148.0884109916368, 0
665, 655.51, 658.71, 627.36, 86.05137395459977, 126.0752688172043, 148.0884109916368, 72.04301075268818, 0
655.51, 658.71, 627.36, 616.06, 126.0752688172043, 148.0884109916368, 72.04301075268818, 60.03584229390681, 1
658.71, 627.36, 616.06, 637.04, 148.0884109916368, 72.04301075268818, 60.03584229390681, 58.03464755077658, 0
627.36, 616.06, 637.04, 626.45, 72.04301075268818, 60.03584229390681, 58.03464755077658, 54.03225806451613, 1
616.06, 637.04, 626.45, 629.08, 60.03584229390681, 58.03464755077658, 54.03225806451613, 52.0310633213859, 1
637.04, 626.45, 629.08, 633.59, 58.03464755077658, 54.03225806451613, 52.0310633213859, 48.028673835125446, 1
626.45, 629.08, 633.59, 639.1, 54.03225806451613, 52.0310633213859, 48.028673835125446, 46.027479091995225, 0
629.08, 633.59, 639.1, 627.99, 52.0310633213859, 48.028673835125446, 46.027479091995225, 40.02389486260454, 1
633.59, 639.1, 627.99, 629.35, 48.028673835125446, 46.027479091995225, 40.02389486260454, 38.022700119474315, 1
639.1, 627.99, 629.35, 630.53, 46.027479091995225, 40.02389486260454, 38.022700119474315, 42.02508960573477, 0
627.99, 629.35, 630.53, 622.9, 40.02389486260454, 38.022700119474315, 42.02508960573477, 44.026284348865, 0
629.35, 630.53, 622.9, 613.84, 38.022700119474315, 42.02508960573477, 44.026284348865, 44.026284348865, 0
630.53, 622.9, 613.84, 610.04, 42.02508960573477, 44.026284348865, 44.026284348865, 46.027479091995225, 0
622.9, 613.84, 610.04, 583.67, 44.026284348865, 44.026284348865, 46.027479091995225, 58.03464755077658, 0
613.84, 610.04, 583.67, 578.36, 44.026284348865, 46.027479091995225, 58.03464755077658, 42.02508960573477, 0
610.04, 583.67, 578.36, 562.2, 46.027479091995225, 58.03464755077658, 42.02508960573477, 38.022700119474315, 1
583.67, 578.36, 562.2, 564.25, 58.03464755077658, 42.02508960573477, 38.022700119474315, 42.02508960573477, 1
578.36, 562.2, 564.25, 574.88, 42.02508960573477, 38.022700119474315, 42.02508960573477, 52.0310633213859, 0
562.2, 564.25, 574.88, 563.9, 38.022700119474315, 42.02508960573477, 52.0310633213859, 54.03225806451613, 1
564.25, 574.88, 563.9, 581.1, 42.02508960573477, 52.0310633213859, 54.03225806451613, 50.02986857825567, 0
574.88, 563.9, 581.1, 512.9, 52.0310633213859, 54.03225806451613, 50.02986857825567, 48.028673835125446, 0
563.9, 581.1, 512.9, 501.32, 54.03225806451613, 50.02986857825567, 48.028673835125446, 36.02150537634409, 0
581.1, 512.9, 501.32, 497.05, 50.02986857825567, 48.028673835125446, 36.02150537634409, 42.02508960573477, 0
512.9, 501.32, 497.05, 462.2, 48.028673835125446, 36.02150537634409, 42.02508960573477, 42.02508960573477, 0
501.32, 497.05, 462.2, 457.6, 36.02150537634409, 42.02508960573477, 42.02508960573477, 38.022700119474315, 1
497.05, 462.2, 457.6, 478.67, 42.02508960573477, 42.02508960573477, 38.022700119474315, 42.02508960573477, 0
462.2, 457.6, 478.67, 449.1, 42.02508960573477, 38.022700119474315, 42.02508960573477, 40.02389486260454, 0
457.6, 478.67, 449.1, 442.61, 38.022700119474315, 42.02508960573477, 40.02389486260454, 36.02150537634409, 1
478.67, 449.1, 442.61, 447.95, 42.02508960573477, 40.02389486260454, 36.02150537634409, 30.017921146953405, 1
449.1, 442.61, 447.95, 457.53, 40.02389486260454, 36.02150537634409, 30.017921146953405, 34.02031063321386, 1
442.61, 447.95, 457.53, 460.37, 36.02150537634409, 30.017921146953405, 34.02031063321386, 34.02031063321386, 0
447.95, 457.53, 460.37, 449.64, 30.017921146953405, 34.02031063321386, 34.02031063321386, 36.02150537634409, 1
457.53, 460.37, 449.64, 450.79, 34.02031063321386, 34.02031063321386, 36.02150537634409, 42.02508960573477, 0
460.37, 449.64, 450.79, 437.47, 34.02031063321386, 36.02150537634409, 42.02508960573477, 46.027479091995225, 0
449.64, 450.79, 437.47, 386.66, 36.02150537634409, 42.02508960573477, 46.027479091995225, 42.02508960573477, 1
450.79, 437.47, 386.66, 414.53, 42.02508960573477, 46.027479091995225, 42.02508960573477, 34.02031063321386, 1
437.47, 386.66, 414.53, 422.03, 46.027479091995225, 42.02508960573477, 34.02031063321386, 32.01911589008363, 0
386.66, 414.53, 422.03, 413.6, 42.02508960573477, 34.02031063321386, 32.01911589008363, 34.02031063321386, 1
414.53, 422.03, 413.6, 465.45, 34.02031063321386, 32.01911589008363, 34.02031063321386, 36.02150537634409, 1
422.03, 413.6, 465.45, 500.99, 32.01911589008363, 34.02031063321386, 36.02150537634409, 40.02389486260454, 1
413.6, 465.45, 500.99, 518.77, 34.02031063321386, 36.02150537634409, 40.02389486260454, 36.02150537634409, 0
465.45, 500.99, 518.77, 498.45, 36.02150537634409, 40.02389486260454, 36.02150537634409, 32.01911589008363, 0
500.99, 518.77, 498.45, 481.16, 40.02389486260454, 36.02150537634409, 32.01911589008363, 32.01911589008363, 1
518.77, 498.45, 481.16, 496.48, 36.02150537634409, 32.01911589008363, 32.01911589008363, 28.016726403823178, 1
498.45, 481.16, 496.48, 498.76, 32.01911589008363, 32.01911589008363, 28.016726403823178, 32.01911589008363, 0
481.16, 496.48, 498.76, 494.62, 32.01911589008363, 28.016726403823178, 32.01911589008363, 30.017921146953405, 0
496.48, 498.76, 494.62, 489.03, 28.016726403823178, 32.01911589008363, 30.017921146953405, 32.01911589008363, 0
498.76, 494.62, 489.03, 486.85, 32.01911589008363, 30.017921146953405, 32.01911589008363, 30.017921146953405, 0
494.62, 489.03, 486.85, 481.38, 30.017921146953405, 32.01911589008363, 30.017921146953405, 32.01911589008363, 0
489.03, 486.85, 481.38, 461.23, 32.01911589008363, 30.017921146953405, 32.01911589008363, 28.016726403823178, 0
486.85, 481.38, 461.23, 457.93, 30.017921146953405, 32.01911589008363, 28.016726403823178, 26.01553166069295, 0
481.38, 461.23, 457.93, 440.41, 32.01911589008363, 28.016726403823178, 26.01553166069295, 28.016726403823178, 0
461.23, 457.93, 440.41, 439.29, 28.016726403823178, 26.01553166069295, 28.016726403823178, 30.017921146953405, 1
457.93, 440.41, 439.29, 443.31, 26.01553166069295, 28.016726403823178, 30.017921146953405, 32.01911589008363, 1
440.41, 439.29, 443.31, 446.22, 28.016726403823178, 30.017921146953405, 32.01911589008363, 30.017921146953405, 1
439.29, 443.31, 446.22, 455.13, 30.017921146953405, 32.01911589008363, 30.017921146953405, 28.016726403823178, 0
443.31, 446.22, 455.13, 448.08, 32.01911589008363, 30.017921146953405, 28.016726403823178, 24.014336917562723, 0
446.22, 455.13, 448.08, 436.12, 30.017921146953405, 28.016726403823178, 24.014336917562723, 24.014336917562723, 0
455.13, 448.08, 436.12, 434.63, 28.016726403823178, 24.014336917562723, 24.014336917562723, 30.017921146953405, 0
448.08, 436.12, 434.63, 430.67, 24.014336917562723, 24.014336917562723, 30.017921146953405, 30.017921146953405, 0
436.12, 434.63, 430.67, 427.55, 24.014336917562723, 30.017921146953405, 30.017921146953405, 28.016726403823178, 1
434.63, 430.67, 427.55, 438.17, 30.017921146953405, 30.017921146953405, 28.016726403823178, 28.016726403823178, 1
430.67, 427.55, 438.17, 438.25, 30.017921146953405, 28.016726403823178, 28.016726403823178, 28.016726403823178, 1
427.55, 438.17, 438.25, 446.24, 28.016726403823178, 28.016726403823178, 28.016726403823178, 24.014336917562723, 1
438.17, 438.25, 446.24, 451.43, 28.016726403823178, 28.016726403823178, 24.014336917562723, 22.0131421744325, 0
438.25, 446.24, 451.43, 439.36, 28.016726403823178, 24.014336917562723, 22.0131421744325, 26.01553166069295, 0
446.24, 451.43, 439.36, 438.87, 24.014336917562723, 22.0131421744325, 26.01553166069295, 28.016726403823178, 0
451.43, 439.36, 438.87, 437.84, 22.0131421744325, 26.01553166069295, 28.016726403823178, 26.01553166069295, 1
439.36, 438.87, 437.84, 443.26, 26.01553166069295, 28.016726403823178, 26.01553166069295, 26.01553166069295, 1
438.87, 437.84, 443.26, 444.92, 28.016726403823178, 26.01553166069295, 26.01553166069295, 26.01553166069295, 1
437.84, 443.26, 444.92, 446.33, 26.01553166069295, 26.01553166069295, 26.01553166069295, 23.58741537236161, 1
443.26, 444.92, 446.33, 446.42, 26.01553166069295, 26.01553166069295, 23.58741537236161, 22.546794105933888, 0
444.92, 446.33, 446.42, 444.9, 26.01553166069295, 23.58741537236161, 22.546794105933888, 24.28116288331342, 1
446.33, 446.42, 444.9, 460.48, 23.58741537236161, 22.546794105933888, 24.28116288331342, 27.056152927120667, 1
446.42, 444.9, 460.48, 478.49, 22.546794105933888, 24.28116288331342, 27.056152927120667, 26.362405416168855, 1
444.9, 460.48, 478.49, 490.43, 24.28116288331342, 27.056152927120667, 26.362405416168855, 29.48426921545201, 1
460.48, 478.49, 490.43, 517.66, 27.056152927120667, 26.362405416168855, 29.48426921545201, 27.74990043807248, 1
478.49, 490.43, 517.66, 524.19, 26.362405416168855, 29.48426921545201, 27.74990043807248, 21.85304659498208, 1
490.43, 517.66, 524.19, 535.36, 29.48426921545201, 27.74990043807248, 21.85304659498208, 27.74990043807248, 1
517.66, 524.19, 535.36, 566.38, 27.74990043807248, 21.85304659498208, 27.74990043807248, 31.21863799283154, 1
524.19, 535.36, 566.38, 581.56, 21.85304659498208, 27.74990043807248, 31.21863799283154, 31.21863799283154, 0
