138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 
141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 
146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 
148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 
158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 
167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 
171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 
183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 
195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 
199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 
185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 
177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 
186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 
188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 
195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 
201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 
198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 
205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 
203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 
204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 
212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 
227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 
260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 
267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 
294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 
333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 
338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 
335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 
340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 
358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 
406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 
413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 
456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 
444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 
504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 
653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 
545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 
644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 
694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 
772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 
768.95, 773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 
773.23, 853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 
853.12, 901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 
901.68, 963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 
963.83, 1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 
1049.35, 1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 
1102.54, 1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 
1094.99, 951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 
951.58, 1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 
1031.68, 1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 
1080.61, 1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 
1091.44, 992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 
992.26, 776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 
776.36, 730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 
730.1, 817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 
817.61, 897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 
897.54, 946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 
946.85, 873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 
873.03, 894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 
894.43, 881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 
881.59, 859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 
859.13, 808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 
808.14, 706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 
706.87, 623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 
623.38, 562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 
562.33, 694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 
694.1, 626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 
626.2, 624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 
624.07, 629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 
629.45, 663.41, 669.09, 702.13, 760.84, 734.62, 725.49, 742.42, 757.71, 760.91, 771.3, 811.47, 819.23, 864.65, 957.35, 
