456.96, 444.98, 504.52, 653.75, 545.07, 
444.98, 504.52, 653.75, 545.07, 644.17, 
504.52, 653.75, 545.07, 644.17, 694.61, 
653.75, 545.07, 644.17, 694.61, 772.31, 
545.07, 644.17, 694.61, 772.31, 768.95, 
644.17, 694.61, 772.31, 768.95, 773.23, 
694.61, 772.31, 768.95, 773.23, 853.12, 
772.31, 768.95, 773.23, 853.12, 901.68, 
768.95, 773.23, 853.12, 901.68, 963.83, 
773.23, 853.12, 901.68, 963.83, 1049.35, 
853.12, 901.68, 963.83, 1049.35, 1102.54, 
901.68, 963.83, 1049.35, 1102.54, 1094.99, 
963.83, 1049.35, 1102.54, 1094.99, 951.58, 
1049.35, 1102.54, 1094.99, 951.58, 1031.68, 
1102.54, 1094.99, 951.58, 1031.68, 1080.61, 
1094.99, 951.58, 1031.68, 1080.61, 1091.44, 
951.58, 1031.68, 1080.61, 1091.44, 992.26, 
1031.68, 1080.61, 1091.44, 992.26, 776.36, 
1080.61, 1091.44, 992.26, 776.36, 730.1, 
1091.44, 992.26, 776.36, 730.1, 817.61, 
992.26, 776.36, 730.1, 817.61, 897.54, 
776.36, 730.1, 817.61, 897.54, 946.85, 
730.1, 817.61, 897.54, 946.85, 873.03, 
817.61, 897.54, 946.85, 873.03, 894.43, 
897.54, 946.85, 873.03, 894.43, 881.59, 
946.85, 873.03, 894.43, 881.59, 859.13, 
873.03, 894.43, 881.59, 859.13, 808.14, 
894.43, 881.59, 859.13, 808.14, 706.87, 
881.59, 859.13, 808.14, 706.87, 623.38, 
859.13, 808.14, 706.87, 623.38, 562.33, 
808.14, 706.87, 623.38, 562.33, 694.1, 
706.87, 623.38, 562.33, 694.1, 626.2, 
623.38, 562.33, 694.1, 626.2, 624.07, 
562.33, 694.1, 626.2, 624.07, 629.45, 
694.1, 626.2, 624.07, 629.45, 663.41, 
626.2, 624.07, 629.45, 663.41, 669.09, 
624.07, 629.45, 663.41, 669.09, 702.13, 
629.45, 663.41, 669.09, 702.13, 760.84, 
663.41, 669.09, 702.13, 760.84, 734.62, 
669.09, 702.13, 760.84, 734.62, 725.49, 
702.13, 760.84, 734.62, 725.49, 742.42, 
760.84, 734.62, 725.49, 742.42, 757.71, 
734.62, 725.49, 742.42, 757.71, 760.91, 
725.49, 742.42, 757.71, 760.91, 771.3, 
742.42, 757.71, 760.91, 771.3, 811.47, 
757.71, 760.91, 771.3, 811.47, 819.23, 
760.91, 771.3, 811.47, 819.23, 864.65, 
771.3, 811.47, 819.23, 864.65, 957.35, 
811.47, 819.23, 864.65, 957.35, 939.27, 
819.23, 864.65, 957.35, 939.27, 842.64, 
864.65, 957.35, 939.27, 842.64, 843.84, 
957.35, 939.27, 842.64, 843.84, 842.98, 
939.27, 842.64, 843.84, 842.98, 888.05, 
842.64, 843.84, 842.98, 888.05, 897.51, 
843.84, 842.98, 888.05, 897.51, 857.75, 
842.98, 888.05, 897.51, 857.75, 845.5, 
888.05, 897.51, 857.75, 845.5, 834.26, 
897.51, 857.75, 845.5, 834.26, 866.23, 
857.75, 845.5, 834.26, 866.23, 845.19, 
845.5, 834.26, 866.23, 845.19, 817.63, 
834.26, 866.23, 845.19, 817.63, 837.4, 
866.23, 845.19, 817.63, 837.4, 855.48, 
845.19, 817.63, 837.4, 855.48, 874.82, 
817.63, 837.4, 855.48, 874.82, 870.64, 
837.4, 855.48, 874.82, 870.64, 853.58, 
855.48, 874.82, 870.64, 853.58, 833.93, 
874.82, 870.64, 853.58, 833.93, 805.12, 
870.64, 853.58, 833.93, 805.12, 854.89, 
853.58, 833.93, 805.12, 854.89, 887.98, 
833.93, 805.12, 854.89, 887.98, 787.18, 
805.12, 854.89, 887.98, 787.18, 825.6, 
854.89, 887.98, 787.18, 825.6, 821.93, 
887.98, 787.18, 825.6, 821.93, 822.31, 
787.18, 825.6, 821.93, 822.31, 827.55, 
825.6, 821.93, 822.31, 827.55, 846.43, 
821.93, 822.31, 827.55, 846.43, 831.2, 
822.31, 827.55, 846.43, 831.2, 809.57, 
827.55, 846.43, 831.2, 809.57, 841.51, 
846.43, 831.2, 809.57, 841.51, 815.39, 
831.2, 809.57, 841.51, 815.39, 785.62, 
809.57, 841.51, 815.39, 785.62, 715.76, 
841.51, 815.39, 785.62, 715.76, 680.58, 
815.39, 785.62, 715.76, 680.58, 687.89, 
785.62, 715.76, 680.58, 687.89, 673.81, 
715.76, 680.58, 687.89, 673.81, 662.36, 
680.58, 687.89, 673.81, 662.36, 653.72, 
687.89, 673.81, 662.36, 653.72, 614.82, 
673.81, 662.36, 653.72, 614.82, 659.26, 
662.36, 653.72, 614.82, 659.26, 648.36, 
653.72, 614.82, 659.26, 648.36, 608.54, 
614.82, 659.26, 648.36, 608.54, 624.95, 
659.26, 648.36, 608.54, 624.95, 614.93, 
648.36, 608.54, 624.95, 614.93, 622.34, 
608.54, 624.95, 614.93, 622.34, 562.62, 
624.95, 614.93, 622.34, 562.62, 568.16, 
614.93, 622.34, 562.62, 568.16, 600.64, 
622.34, 562.62, 568.16, 600.64, 594.46, 
562.62, 568.16, 600.64, 594.46, 547.14, 
568.16, 600.64, 594.46, 547.14, 529.19, 
600.64, 594.46, 547.14, 529.19, 581, 
594.46, 547.14, 529.19, 581, 579.03, 
547.14, 529.19, 581, 579.03, 567.93, 
529.19, 581, 579.03, 567.93, 565.62, 
581, 579.03, 567.93, 565.62, 557.3, 
579.03, 567.93, 565.62, 557.3, 662.28, 
567.93, 565.62, 557.3, 662.28, 665, 
565.62, 557.3, 662.28, 665, 655.51, 
557.3, 662.28, 665, 655.51, 658.71, 
662.28, 665, 655.51, 658.71, 627.36, 
665, 655.51, 658.71, 627.36, 616.06, 
655.51, 658.71, 627.36, 616.06, 637.04, 
658.71, 627.36, 616.06, 637.04, 626.45, 
627.36, 616.06, 637.04, 626.45, 629.08, 
616.06, 637.04, 626.45, 629.08, 633.59, 
637.04, 626.45, 629.08, 633.59, 639.1, 
626.45, 629.08, 633.59, 639.1, 627.99, 
629.08, 633.59, 639.1, 627.99, 629.35, 
633.59, 639.1, 627.99, 629.35, 630.53, 
639.1, 627.99, 629.35, 630.53, 622.9, 
627.99, 629.35, 630.53, 622.9, 613.84, 
629.35, 630.53, 622.9, 613.84, 610.04, 
630.53, 622.9, 613.84, 610.04, 583.67, 
622.9, 613.84, 610.04, 583.67, 578.36, 
613.84, 610.04, 583.67, 578.36, 562.2, 
610.04, 583.67, 578.36, 562.2, 564.25, 
583.67, 578.36, 562.2, 564.25, 574.88, 
578.36, 562.2, 564.25, 574.88, 563.9, 
562.2, 564.25, 574.88, 563.9, 581.1, 
564.25, 574.88, 563.9, 581.1, 512.9, 
574.88, 563.9, 581.1, 512.9, 501.32, 
563.9, 581.1, 512.9, 501.32, 497.05, 
581.1, 512.9, 501.32, 497.05, 462.2, 
512.9, 501.32, 497.05, 462.2, 457.6, 
501.32, 497.05, 462.2, 457.6, 478.67, 
497.05, 462.2, 457.6, 478.67, 449.1, 
462.2, 457.6, 478.67, 449.1, 442.61, 
457.6, 478.67, 449.1, 442.61, 447.95, 
478.67, 449.1, 442.61, 447.95, 457.53, 
449.1, 442.61, 447.95, 457.53, 460.37, 
442.61, 447.95, 457.53, 460.37, 449.64, 
447.95, 457.53, 460.37, 449.64, 450.79, 
457.53, 460.37, 449.64, 450.79, 437.47, 
460.37, 449.64, 450.79, 437.47, 386.66, 
449.64, 450.79, 437.47, 386.66, 414.53, 
450.79, 437.47, 386.66, 414.53, 422.03, 
437.47, 386.66, 414.53, 422.03, 413.6, 
386.66, 414.53, 422.03, 413.6, 465.45, 
414.53, 422.03, 413.6, 465.45, 500.99, 
422.03, 413.6, 465.45, 500.99, 518.77, 
413.6, 465.45, 500.99, 518.77, 498.45, 
465.45, 500.99, 518.77, 498.45, 481.16, 
500.99, 518.77, 498.45, 481.16, 496.48, 
518.77, 498.45, 481.16, 496.48, 498.76, 
498.45, 481.16, 496.48, 498.76, 494.62, 
481.16, 496.48, 498.76, 494.62, 489.03, 
496.48, 498.76, 494.62, 489.03, 486.85, 
498.76, 494.62, 489.03, 486.85, 481.38, 
494.62, 489.03, 486.85, 481.38, 461.23, 
489.03, 486.85, 481.38, 461.23, 457.93, 
486.85, 481.38, 461.23, 457.93, 440.41, 
481.38, 461.23, 457.93, 440.41, 439.29, 
461.23, 457.93, 440.41, 439.29, 443.31, 
457.93, 440.41, 439.29, 443.31, 446.22, 
440.41, 439.29, 443.31, 446.22, 455.13, 
439.29, 443.31, 446.22, 455.13, 448.08, 
443.31, 446.22, 455.13, 448.08, 436.12, 
446.22, 455.13, 448.08, 436.12, 434.63, 
455.13, 448.08, 436.12, 434.63, 430.67, 
448.08, 436.12, 434.63, 430.67, 427.55, 
436.12, 434.63, 430.67, 427.55, 438.17, 
434.63, 430.67, 427.55, 438.17, 438.25, 
430.67, 427.55, 438.17, 438.25, 446.24, 
427.55, 438.17, 438.25, 446.24, 451.43, 
438.17, 438.25, 446.24, 451.43, 439.36, 
438.25, 446.24, 451.43, 439.36, 438.87, 
446.24, 451.43, 439.36, 438.87, 437.84, 
451.43, 439.36, 438.87, 437.84, 443.26, 
439.36, 438.87, 437.84, 443.26, 444.92, 
438.87, 437.84, 443.26, 444.92, 446.33, 
437.84, 443.26, 444.92, 446.33, 446.42, 
443.26, 444.92, 446.33, 446.42, 444.9, 
444.92, 446.33, 446.42, 444.9, 460.48, 
446.33, 446.42, 444.9, 460.48, 478.49, 
446.42, 444.9, 460.48, 478.49, 490.43, 
444.9, 460.48, 478.49, 490.43, 517.66, 
460.48, 478.49, 490.43, 517.66, 524.19, 
478.49, 490.43, 517.66, 524.19, 535.36, 
490.43, 517.66, 524.19, 535.36, 566.38, 
517.66, 524.19, 535.36, 566.38, 581.56, 
524.19, 535.36, 566.38, 581.56, 573.32, 
535.36, 566.38, 581.56, 573.32, 571.84, 
566.38, 581.56, 573.32, 571.84, 583.53, 
581.56, 573.32, 571.84, 583.53, 607.55, 
573.32, 571.84, 583.53, 607.55, 619.78, 
571.84, 583.53, 607.55, 619.78, 637.66, 
583.53, 607.55, 619.78, 637.66, 644.3, 
607.55, 619.78, 637.66, 644.3, 660.72, 
619.78, 637.66, 644.3, 660.72, 639.39, 
637.66, 644.3, 660.72, 639.39, 654.25, 
644.3, 660.72, 639.39, 654.25, 650.66, 
660.72, 639.39, 654.25, 650.66, 652.67, 
639.39, 654.25, 650.66, 652.67, 647.99, 
654.25, 650.66, 652.67, 647.99, 649.14, 
650.66, 652.67, 647.99, 649.14, 651.43, 
652.67, 647.99, 649.14, 651.43, 637.21, 
647.99, 649.14, 651.43, 637.21, 605.43, 
649.14, 651.43, 637.21, 605.43, 593.12, 
651.43, 637.21, 605.43, 593.12, 570.85, 
637.21, 605.43, 593.12, 570.85, 576.37, 
605.43, 593.12, 570.85, 576.37, 594.26, 
593.12, 570.85, 576.37, 594.26, 602.02, 
570.85, 576.37, 594.26, 602.02, 603.48, 
576.37, 594.26, 602.02, 603.48, 599.77, 
594.26, 602.02, 603.48, 599.77, 591.11, 
602.02, 603.48, 599.77, 591.11, 591.8, 
603.48, 599.77, 591.11, 591.8, 599.1, 
599.77, 591.11, 591.8, 599.1, 587.56, 
591.11, 591.8, 599.1, 587.56, 584.29, 
591.8, 599.1, 587.56, 584.29, 566.76, 
599.1, 587.56, 584.29, 566.76, 579.23, 
587.56, 584.29, 566.76, 579.23, 596.02, 
584.29, 566.76, 579.23, 596.02, 606.34, 
566.76, 579.23, 596.02, 606.34, 596.2, 
579.23, 596.02, 606.34, 596.2, 631.09, 
596.02, 606.34, 596.2, 631.09, 646.47, 
606.34, 596.2, 631.09, 646.47, 649.16, 
596.2, 631.09, 646.47, 649.16, 638.62, 
631.09, 646.47, 649.16, 638.62, 632.62, 
646.47, 649.16, 638.62, 632.62, 629.67, 
649.16, 638.62, 632.62, 629.67, 633.77, 
638.62, 632.62, 629.67, 633.77, 623.46, 
632.62, 629.67, 633.77, 623.46, 622.52, 
629.67, 633.77, 623.46, 622.52, 623.51, 
633.77, 623.46, 622.52, 623.51, 617.73, 
623.46, 622.52, 623.51, 617.73, 628.09, 
622.52, 623.51, 617.73, 628.09, 632.6, 
623.51, 617.73, 628.09, 632.6, 625.94, 
617.73, 628.09, 632.6, 625.94, 620.97, 
628.09, 632.6, 625.94, 620.97, 621.6, 
632.6, 625.94, 620.97, 621.6, 617.79, 
625.94, 620.97, 621.6, 617.79, 621.45, 
620.97, 621.6, 617.79, 621.45, 624.57, 
621.6, 617.79, 621.45, 624.57, 627.44, 
617.79, 621.45, 624.57, 627.44, 623.25, 
621.45, 624.57, 627.44, 623.25, 620.22, 
624.57, 627.44, 623.25, 620.22, 620.65, 
627.44, 623.25, 620.22, 620.65, 612.94, 
623.25, 620.22, 620.65, 612.94, 602.84, 
620.22, 620.65, 612.94, 602.84, 600.16, 
620.65, 612.94, 602.84, 600.16, 595.1, 
612.94, 602.84, 600.16, 595.1, 592.2, 
602.84, 600.16, 595.1, 592.2, 583.73, 
600.16, 595.1, 592.2, 583.73, 582.82, 
595.1, 592.2, 583.73, 582.82, 571, 
592.2, 583.73, 582.82, 571, 578.48, 
583.73, 582.82, 571, 578.48, 594.19, 
582.82, 571, 578.48, 594.19, 587.64, 
571, 578.48, 594.19, 587.64, 585.39, 
578.48, 594.19, 587.64, 585.39, 587.23, 
594.19, 587.64, 585.39, 587.23, 584.01, 
587.64, 585.39, 587.23, 584.01, 583.18, 
585.39, 587.23, 584.01, 583.18, 586.43, 
587.23, 584.01, 583.18, 586.43, 590.94, 
584.01, 583.18, 586.43, 590.94, 588.25, 
583.18, 586.43, 590.94, 588.25, 589.48, 
586.43, 590.94, 588.25, 589.48, 578.94, 
590.94, 588.25, 589.48, 578.94, 555.19, 
588.25, 589.48, 578.94, 555.19, 548.18, 
589.48, 578.94, 555.19, 548.18, 515.44, 
578.94, 555.19, 548.18, 515.44, 499.4, 
555.19, 548.18, 515.44, 499.4, 510.15, 
548.18, 515.44, 499.4, 510.15, 496.57, 
515.44, 499.4, 510.15, 496.57, 465.59, 
499.4, 510.15, 496.57, 465.59, 481.54, 
510.15, 496.57, 465.59, 481.54, 504.05, 
496.57, 465.59, 481.54, 504.05, 519.8, 
465.59, 481.54, 504.05, 519.8, 512.16, 
481.54, 504.05, 519.8, 512.16, 500.74, 
504.05, 519.8, 512.16, 500.74, 507.97, 
519.8, 512.16, 500.74, 507.97, 503.12, 
512.16, 500.74, 507.97, 503.12, 510.97, 
500.74, 507.97, 503.12, 510.97, 508.96, 
507.97, 503.12, 510.97, 508.96, 509.12, 
503.12, 510.97, 508.96, 509.12, 508.91, 
510.97, 508.96, 509.12, 508.91, 502.63, 
508.96, 509.12, 508.91, 502.63, 482.43, 
509.12, 508.91, 502.63, 482.43, 478.48, 
508.91, 502.63, 482.43, 478.48, 477.75, 
502.63, 482.43, 478.48, 477.75, 476.97, 
482.43, 478.48, 477.75, 476.97, 487.62, 
478.48, 477.75, 476.97, 487.62, 483.33, 
477.75, 476.97, 487.62, 483.33, 482.07, 
476.97, 487.62, 483.33, 482.07, 482.93, 
487.62, 483.33, 482.07, 482.93, 472.59, 
483.33, 482.07, 482.93, 472.59, 470.93, 
482.07, 482.93, 472.59, 470.93, 480.79, 
482.93, 472.59, 470.93, 480.79, 475.53, 
472.59, 470.93, 480.79, 475.53, 474.44, 
470.93, 480.79, 475.53, 474.44, 478.16, 
480.79, 475.53, 474.44, 478.16, 477.25, 
475.53, 474.44, 478.16, 477.25, 473.9, 
474.44, 478.16, 477.25, 473.9, 455.35, 
478.16, 477.25, 473.9, 455.35, 454.89, 
477.25, 473.9, 455.35, 454.89, 426.72, 
473.9, 455.35, 454.89, 426.72, 398.59, 
455.35, 454.89, 426.72, 398.59, 408.04, 
454.89, 426.72, 398.59, 408.04, 402.66, 
426.72, 398.59, 408.04, 402.66, 399.96, 
398.59, 408.04, 402.66, 399.96, 425.2, 
408.04, 402.66, 399.96, 425.2, 425.22, 
402.66, 399.96, 425.2, 425.22, 410.39, 
399.96, 425.2, 425.22, 410.39, 399.63, 
425.2, 425.22, 410.39, 399.63, 400.86, 
425.22, 410.39, 399.63, 400.86, 384.12, 
410.39, 399.63, 400.86, 384.12, 376.68, 
399.63, 400.86, 384.12, 376.68, 384.7, 
400.86, 384.12, 376.68, 384.7, 373.14, 
384.12, 376.68, 384.7, 373.14, 375.96, 
376.68, 384.7, 373.14, 375.96, 362.11, 
384.7, 373.14, 375.96, 362.11, 334.94, 
373.14, 375.96, 362.11, 334.94, 315.09, 
375.96, 362.11, 334.94, 315.09, 333.68, 
362.11, 334.94, 315.09, 333.68, 331, 
334.94, 315.09, 333.68, 331, 345.6, 
315.09, 333.68, 331, 345.6, 366.31, 
333.68, 331, 345.6, 366.31, 359.67, 
331, 345.6, 366.31, 359.67, 366.33, 
345.6, 366.31, 359.67, 366.33, 369.74, 
366.31, 359.67, 366.33, 369.74, 383.29, 
359.67, 366.33, 369.74, 383.29, 402.46, 
366.33, 369.74, 383.29, 402.46, 392.54, 
369.74, 383.29, 402.46, 392.54, 381.82, 
383.29, 402.46, 392.54, 381.82, 380.69, 
402.46, 392.54, 381.82, 380.69, 387.64, 
392.54, 381.82, 380.69, 387.64, 388.46, 
381.82, 380.69, 387.64, 388.46, 381.29, 
380.69, 387.64, 388.46, 381.29, 378.31, 
387.64, 388.46, 381.29, 378.31, 381.92, 
388.46, 381.29, 378.31, 381.92, 362.39, 
381.29, 378.31, 381.92, 362.39, 356.69, 
378.31, 381.92, 362.39, 356.69, 348.43, 
381.92, 362.39, 356.69, 348.43, 350.32, 
362.39, 356.69, 348.43, 350.32, 352.32, 
356.69, 348.43, 350.32, 352.32, 353.86, 
348.43, 350.32, 352.32, 353.86, 340.2, 
350.32, 352.32, 353.86, 340.2, 342.12, 
352.32, 353.86, 340.2, 342.12, 336.23, 
353.86, 340.2, 342.12, 336.23, 326.35, 
340.2, 342.12, 336.23, 326.35, 324.45, 
342.12, 336.23, 326.35, 324.45, 326.45, 
336.23, 326.35, 324.45, 326.45, 327.98, 
326.35, 324.45, 326.45, 327.98, 341.03, 
324.45, 326.45, 327.98, 341.03, 346.86, 
326.45, 327.98, 341.03, 346.86, 342.99, 
327.98, 341.03, 346.86, 342.99, 344.23, 
341.03, 346.86, 342.99, 344.23, 357.54, 
346.86, 342.99, 344.23, 357.54, 374.76, 
342.99, 344.23, 357.54, 374.76, 366.74, 
344.23, 357.54, 374.76, 366.74, 413.77, 
357.54, 374.76, 366.74, 413.77, 418.8, 
374.76, 366.74, 413.77, 418.8, 396.8, 
366.74, 413.77, 418.8, 396.8, 379.74, 
413.77, 418.8, 396.8, 379.74, 386.74, 
418.8, 396.8, 379.74, 386.74, 388.9, 
396.8, 379.74, 386.74, 388.9, 376.57, 
379.74, 386.74, 388.9, 376.57, 376.93, 
386.74, 388.9, 376.57, 376.93, 361.7, 
388.9, 376.57, 376.93, 361.7, 351.01, 
376.57, 376.93, 361.7, 351.01, 355.25, 
376.93, 361.7, 351.01, 355.25, 363.06, 
361.7, 351.01, 355.25, 363.06, 378.3, 
351.01, 355.25, 363.06, 378.3, 377.93, 
355.25, 363.06, 378.3, 377.93, 369.61, 
363.06, 378.3, 377.93, 369.61, 369.79, 
378.3, 377.93, 369.61, 369.79, 375.03, 
377.93, 369.61, 369.79, 375.03, 376.28, 
369.61, 369.79, 375.03, 376.28, 377.59, 
369.79, 375.03, 376.28, 377.59, 379.24, 
375.03, 376.28, 377.59, 379.24, 381.39, 
376.28, 377.59, 379.24, 381.39, 377.54, 
377.59, 379.24, 381.39, 377.54, 372.21, 
379.24, 381.39, 377.54, 372.21, 372.56, 
381.39, 377.54, 372.21, 372.56, 375.12, 
377.54, 372.21, 372.56, 375.12, 375.34, 
372.21, 372.56, 375.12, 375.34, 365.7, 
372.56, 375.12, 375.34, 365.7, 352.35, 
375.12, 375.34, 365.7, 352.35, 348.02, 
375.34, 365.7, 352.35, 348.02, 349.98, 
365.7, 352.35, 348.02, 349.98, 352.15, 
352.35, 348.02, 349.98, 352.15, 347.43, 
348.02, 349.98, 352.15, 347.43, 351.11, 
349.98, 352.15, 347.43, 351.11, 340.24, 
352.15, 347.43, 351.11, 340.24, 330.69, 
347.43, 351.11, 340.24, 330.69, 320.79, 
351.11, 340.24, 330.69, 320.79, 312.43, 
340.24, 330.69, 320.79, 312.43, 314.99, 
330.69, 320.79, 312.43, 314.99, 326.96, 
320.79, 312.43, 314.99, 326.96, 322.57, 
312.43, 314.99, 326.96, 322.57, 330.07, 
314.99, 326.96, 322.57, 330.07, 334.74, 
326.96, 322.57, 330.07, 334.74, 325.19, 
322.57, 330.07, 334.74, 325.19, 318.48, 
330.07, 334.74, 325.19, 318.48, 326.1, 
334.74, 325.19, 318.48, 326.1, 316.53, 
325.19, 318.48, 326.1, 316.53, 316.67, 
318.48, 326.1, 316.53, 316.67, 314.42, 
326.1, 316.53, 316.67, 314.42, 309.81, 
316.53, 316.67, 314.42, 309.81, 316.9, 
316.67, 314.42, 309.81, 316.9, 315.23, 
314.42, 309.81, 316.9, 315.23, 315.03, 
309.81, 316.9, 315.23, 315.03, 293.11, 
316.9, 315.23, 315.03, 293.11, 271.68, 
315.23, 315.03, 293.11, 271.68, 271.39, 
315.03, 293.11, 271.68, 271.39, 282.85, 
293.11, 271.68, 271.39, 282.85, 293.46, 
271.68, 271.39, 282.85, 293.46, 287.17, 
271.39, 282.85, 293.46, 287.17, 278.13, 
282.85, 293.46, 287.17, 278.13, 277.14, 
293.46, 287.17, 278.13, 277.14, 268.93, 
287.17, 278.13, 277.14, 268.93, 268.91, 
278.13, 277.14, 268.93, 268.91, 234.63, 
277.14, 268.93, 268.91, 234.63, 192.13, 
268.93, 268.91, 234.63, 192.13, 208.79, 
268.91, 234.63, 192.13, 208.79, 208.81, 
234.63, 192.13, 208.79, 208.81, 200.21, 
192.13, 208.79, 208.81, 200.21, 209.06, 
208.79, 208.81, 200.21, 209.06, 215.72, 
208.81, 200.21, 209.06, 215.72, 211.52, 
200.21, 209.06, 215.72, 211.52, 220, 
209.06, 215.72, 211.52, 220, 232.36, 
215.72, 211.52, 220, 232.36, 232.38, 
211.52, 220, 232.36, 232.38, 246.29, 
220, 232.36, 232.38, 246.29, 250.55, 
232.36, 232.38, 246.29, 250.55, 273.97, 
232.38, 246.29, 250.55, 273.97, 261.86, 
246.29, 250.55, 273.97, 261.86, 240.7, 
250.55, 273.97, 261.86, 240.7, 232.02, 
273.97, 261.86, 240.7, 232.02, 228.99, 
261.86, 240.7, 232.02, 228.99, 223.65, 
240.7, 232.02, 228.99, 223.65, 223.54, 
232.02, 228.99, 223.65, 223.54, 230.6, 
228.99, 223.65, 223.54, 230.6, 229.09, 
223.65, 223.54, 230.6, 229.09, 226.62, 
223.54, 230.6, 229.09, 226.62, 218.86, 
230.6, 229.09, 226.62, 218.86, 222.08, 
229.09, 226.62, 218.86, 222.08, 227.2, 
226.62, 218.86, 222.08, 227.2, 223.57, 
218.86, 222.08, 227.2, 223.57, 220.59, 
222.08, 227.2, 223.57, 220.59, 219.78, 
227.2, 223.57, 220.59, 219.78, 220.27, 
