104.52, 108.11, 111.43, 
108.11, 111.43, 113.84, 
111.43, 113.84, 112.92, 
113.84, 112.92, 111.21, 
112.92, 111.21, 112.55, 
111.21, 112.55, 113.13, 
112.55, 113.13, 114.43, 
113.13, 114.43, 122.06, 
114.43, 122.06, 121.7, 
122.06, 121.7, 120.57, 
121.7, 120.57, 127.83, 
120.57, 127.83, 134.31, 
127.83, 134.31, 131.89, 
134.31, 131.89, 132.11, 
131.89, 132.11, 132.48, 
132.11, 132.48, 126.74, 
132.48, 126.74, 122.25, 
126.74, 122.25, 120.79, 
122.25, 120.79, 120.98, 
120.79, 120.98, 121.07, 
120.98, 121.07, 124.93, 
121.07, 124.93, 126.57, 
124.93, 126.57, 129, 
126.57, 129, 130.6, 
129, 130.6, 129.69, 
130.6, 129.69, 127.37, 
129.69, 127.37, 128.29, 
127.37, 128.29, 127.87, 
128.29, 127.87, 129.67, 
127.87, 129.67, 129.39, 
129.67, 129.39, 127.23, 
129.39, 127.23, 126.31, 
127.23, 126.31, 125.84, 
126.31, 125.84, 126.13, 
125.84, 126.13, 125.16, 
126.13, 125.16, 125.92, 
125.16, 125.92, 127.22, 
125.92, 127.22, 127.68, 
127.22, 127.68, 129.85, 
127.68, 129.85, 132.96, 
129.85, 132.96, 129.74, 
132.96, 129.74, 129.84, 
129.74, 129.84, 127.69, 
129.84, 127.69, 111.32, 
127.69, 111.32, 122.84, 
111.32, 122.84, 126.11, 
122.84, 126.11, 124.17, 
126.11, 124.17, 125.45, 
124.17, 125.45, 124.77, 
125.45, 124.77, 127.2, 
124.77, 127.2, 127.89, 
127.2, 127.89, 129.28, 
127.89, 129.28, 133.07, 
129.28, 133.07, 132.18, 
133.07, 132.18, 135.38, 
132.18, 135.38, 138.33, 
135.38, 138.33, 141.6, 
138.33, 141.6, 146.54, 
141.6, 146.54, 148.02, 
146.54, 148.02, 158.35, 
148.02, 158.35, 167.51, 
158.35, 167.51, 171.37, 
167.51, 171.37, 183.73, 
171.37, 183.73, 195.52, 
183.73, 195.52, 199.84, 
195.52, 199.84, 185.46, 
199.84, 185.46, 177.58, 
185.46, 177.58, 186.44, 
177.58, 186.44, 188.72, 
186.44, 188.72, 195.37, 
188.72, 195.37, 201.5, 
195.37, 201.5, 198.65, 
201.5, 198.65, 205.55, 
198.65, 205.55, 203.25, 
205.55, 203.25, 204.16, 
203.25, 204.16, 212.03, 
204.16, 212.03, 227.65, 
212.03, 227.65, 260.9, 
227.65, 260.9, 267.87, 
260.9, 267.87, 294.77, 
267.87, 294.77, 333.74, 
294.77, 333.74, 338.13, 
333.74, 338.13, 335.45, 
338.13, 335.45, 340.03, 
335.45, 340.03, 358.66, 
340.03, 358.66, 406.2, 
358.66, 406.2, 413.8, 
406.2, 413.8, 456.96, 
413.8, 456.96, 444.98, 
456.96, 444.98, 504.52, 
444.98, 504.52, 653.75, 
504.52, 653.75, 545.07, 
653.75, 545.07, 644.17, 
545.07, 644.17, 694.61, 
644.17, 694.61, 772.31, 
694.61, 772.31, 768.95, 
772.31, 768.95, 773.23, 
768.95, 773.23, 853.12, 
773.23, 853.12, 901.68, 
853.12, 901.68, 963.83, 
901.68, 963.83, 1049.35, 
963.83, 1049.35, 1102.54, 
1049.35, 1102.54, 1094.99, 
1102.54, 1094.99, 951.58, 
1094.99, 951.58, 1031.68, 
951.58, 1031.68, 1080.61, 
1031.68, 1080.61, 1091.44, 
1080.61, 1091.44, 992.26, 
1091.44, 992.26, 776.36, 
992.26, 776.36, 730.1, 
776.36, 730.1, 817.61, 
730.1, 817.61, 897.54, 
817.61, 897.54, 946.85, 
897.54, 946.85, 873.03, 
946.85, 873.03, 894.43, 
873.03, 894.43, 881.59, 
894.43, 881.59, 859.13, 
881.59, 859.13, 808.14, 
859.13, 808.14, 706.87, 
808.14, 706.87, 623.38, 
706.87, 623.38, 562.33, 
623.38, 562.33, 694.1, 
562.33, 694.1, 626.2, 
694.1, 626.2, 624.07, 
626.2, 624.07, 629.45, 
624.07, 629.45, 663.41, 
629.45, 663.41, 669.09, 
663.41, 669.09, 702.13, 
669.09, 702.13, 760.84, 
702.13, 760.84, 734.62, 
760.84, 734.62, 725.49, 
734.62, 725.49, 742.42, 
725.49, 742.42, 757.71, 
742.42, 757.71, 760.91, 
757.71, 760.91, 771.3, 
760.91, 771.3, 811.47, 
771.3, 811.47, 819.23, 
811.47, 819.23, 864.65, 
819.23, 864.65, 957.35, 
864.65, 957.35, 939.27, 
957.35, 939.27, 842.64, 
939.27, 842.64, 843.84, 
842.64, 843.84, 842.98, 
843.84, 842.98, 888.05, 
842.98, 888.05, 897.51, 
888.05, 897.51, 857.75, 
897.51, 857.75, 845.5, 
857.75, 845.5, 834.26, 
845.5, 834.26, 866.23, 
834.26, 866.23, 845.19, 
866.23, 845.19, 817.63, 
845.19, 817.63, 837.4, 
817.63, 837.4, 855.48, 
837.4, 855.48, 874.82, 
855.48, 874.82, 870.64, 
874.82, 870.64, 853.58, 
870.64, 853.58, 833.93, 
853.58, 833.93, 805.12, 
833.93, 805.12, 854.89, 
805.12, 854.89, 887.98, 
854.89, 887.98, 787.18, 
887.98, 787.18, 825.6, 
787.18, 825.6, 821.93, 
825.6, 821.93, 822.31, 
821.93, 822.31, 827.55, 
822.31, 827.55, 846.43, 
827.55, 846.43, 831.2, 
846.43, 831.2, 809.57, 
831.2, 809.57, 841.51, 
809.57, 841.51, 815.39, 
841.51, 815.39, 785.62, 
815.39, 785.62, 715.76, 
785.62, 715.76, 680.58, 
715.76, 680.58, 687.89, 
680.58, 687.89, 673.81, 
687.89, 673.81, 662.36, 
673.81, 662.36, 653.72, 
662.36, 653.72, 614.82, 
653.72, 614.82, 659.26, 
614.82, 659.26, 648.36, 
659.26, 648.36, 608.54, 
648.36, 608.54, 624.95, 
608.54, 624.95, 614.93, 
624.95, 614.93, 622.34, 
614.93, 622.34, 562.62, 
622.34, 562.62, 568.16, 
562.62, 568.16, 600.64, 
568.16, 600.64, 594.46, 
600.64, 594.46, 547.14, 
594.46, 547.14, 529.19, 
547.14, 529.19, 581, 
529.19, 581, 579.03, 
581, 579.03, 567.93, 
579.03, 567.93, 565.62, 
567.93, 565.62, 557.3, 
565.62, 557.3, 662.28, 
557.3, 662.28, 665, 
662.28, 665, 655.51, 
665, 655.51, 658.71, 
655.51, 658.71, 627.36, 
658.71, 627.36, 616.06, 
627.36, 616.06, 637.04, 
616.06, 637.04, 626.45, 
637.04, 626.45, 629.08, 
