478.67, 449.1, 442.61, 447.95, 457.53, 460.37, 449.64, 
449.1, 442.61, 447.95, 457.53, 460.37, 449.64, 450.79, 
442.61, 447.95, 457.53, 460.37, 449.64, 450.79, 437.47, 
447.95, 457.53, 460.37, 449.64, 450.79, 437.47, 386.66, 
457.53, 460.37, 449.64, 450.79, 437.47, 386.66, 414.53, 
460.37, 449.64, 450.79, 437.47, 386.66, 414.53, 422.03, 
449.64, 450.79, 437.47, 386.66, 414.53, 422.03, 413.6, 
450.79, 437.47, 386.66, 414.53, 422.03, 413.6, 465.45, 
437.47, 386.66, 414.53, 422.03, 413.6, 465.45, 500.99, 
386.66, 414.53, 422.03, 413.6, 465.45, 500.99, 518.77, 
414.53, 422.03, 413.6, 465.45, 500.99, 518.77, 498.45, 
422.03, 413.6, 465.45, 500.99, 518.77, 498.45, 481.16, 
413.6, 465.45, 500.99, 518.77, 498.45, 481.16, 496.48, 
465.45, 500.99, 518.77, 498.45, 481.16, 496.48, 498.76, 
500.99, 518.77, 498.45, 481.16, 496.48, 498.76, 494.62, 
518.77, 498.45, 481.16, 496.48, 498.76, 494.62, 489.03, 
498.45, 481.16, 496.48, 498.76, 494.62, 489.03, 486.85, 
481.16, 496.48, 498.76, 494.62, 489.03, 486.85, 481.38, 
496.48, 498.76, 494.62, 489.03, 486.85, 481.38, 461.23, 
498.76, 494.62, 489.03, 486.85, 481.38, 461.23, 457.93, 
494.62, 489.03, 486.85, 481.38, 461.23, 457.93, 440.41, 
489.03, 486.85, 481.38, 461.23, 457.93, 440.41, 439.29, 
486.85, 481.38, 461.23, 457.93, 440.41, 439.29, 443.31, 
481.38, 461.23, 457.93, 440.41, 439.29, 443.31, 446.22, 
461.23, 457.93, 440.41, 439.29, 443.31, 446.22, 455.13, 
457.93, 440.41, 439.29, 443.31, 446.22, 455.13, 448.08, 
440.41, 439.29, 443.31, 446.22, 455.13, 448.08, 436.12, 
439.29, 443.31, 446.22, 455.13, 448.08, 436.12, 434.63, 
443.31, 446.22, 455.13, 448.08, 436.12, 434.63, 430.67, 
446.22, 455.13, 448.08, 436.12, 434.63, 430.67, 427.55, 
455.13, 448.08, 436.12, 434.63, 430.67, 427.55, 438.17, 
448.08, 436.12, 434.63, 430.67, 427.55, 438.17, 438.25, 
436.12, 434.63, 430.67, 427.55, 438.17, 438.25, 446.24, 
434.63, 430.67, 427.55, 438.17, 438.25, 446.24, 451.43, 
430.67, 427.55, 438.17, 438.25, 446.24, 451.43, 439.36, 
427.55, 438.17, 438.25, 446.24, 451.43, 439.36, 438.87, 
438.17, 438.25, 446.24, 451.43, 439.36, 438.87, 437.84, 
438.25, 446.24, 451.43, 439.36, 438.87, 437.84, 443.26, 
446.24, 451.43, 439.36, 438.87, 437.84, 443.26, 444.92, 
451.43, 439.36, 438.87, 437.84, 443.26, 444.92, 446.33, 
439.36, 438.87, 437.84, 443.26, 444.92, 446.33, 446.42, 
438.87, 437.84, 443.26, 444.92, 446.33, 446.42, 444.9, 
437.84, 443.26, 444.92, 446.33, 446.42, 444.9, 460.48, 
443.26, 444.92, 446.33, 446.42, 444.9, 460.48, 478.49, 
444.92, 446.33, 446.42, 444.9, 460.48, 478.49, 490.43, 
446.33, 446.42, 444.9, 460.48, 478.49, 490.43, 517.66, 
446.42, 444.9, 460.48, 478.49, 490.43, 517.66, 524.19, 
444.9, 460.48, 478.49, 490.43, 517.66, 524.19, 535.36, 
460.48, 478.49, 490.43, 517.66, 524.19, 535.36, 566.38, 
478.49, 490.43, 517.66, 524.19, 535.36, 566.38, 581.56, 
490.43, 517.66, 524.19, 535.36, 566.38, 581.56, 573.32, 
517.66, 524.19, 535.36, 566.38, 581.56, 573.32, 571.84, 
524.19, 535.36, 566.38, 581.56, 573.32, 571.84, 583.53, 
535.36, 566.38, 581.56, 573.32, 571.84, 583.53, 607.55, 
566.38, 581.56, 573.32, 571.84, 583.53, 607.55, 619.78, 
581.56, 573.32, 571.84, 583.53, 607.55, 619.78, 637.66, 
573.32, 571.84, 583.53, 607.55, 619.78, 637.66, 644.3, 
571.84, 583.53, 607.55, 619.78, 637.66, 644.3, 660.72, 
583.53, 607.55, 619.78, 637.66, 644.3, 660.72, 639.39, 
607.55, 619.78, 637.66, 644.3, 660.72, 639.39, 654.25, 
619.78, 637.66, 644.3, 660.72, 639.39, 654.25, 650.66, 
637.66, 644.3, 660.72, 639.39, 654.25, 650.66, 652.67, 
644.3, 660.72, 639.39, 654.25, 650.66, 652.67, 647.99, 
660.72, 639.39, 654.25, 650.66, 652.67, 647.99, 649.14, 
639.39, 654.25, 650.66, 652.67, 647.99, 649.14, 651.43, 
654.25, 650.66, 652.67, 647.99, 649.14, 651.43, 637.21, 
650.66, 652.67, 647.99, 649.14, 651.43, 637.21, 605.43, 
652.67, 647.99, 649.14, 651.43, 637.21, 605.43, 593.12, 
647.99, 649.14, 651.43, 637.21, 605.43, 593.12, 570.85, 
649.14, 651.43, 637.21, 605.43, 593.12, 570.85, 576.37, 
651.43, 637.21, 605.43, 593.12, 570.85, 576.37, 594.26, 
637.21, 605.43, 593.12, 570.85, 576.37, 594.26, 602.02, 
605.43, 593.12, 570.85, 576.37, 594.26, 602.02, 603.48, 
593.12, 570.85, 576.37, 594.26, 602.02, 603.48, 599.77, 
570.85, 576.37, 594.26, 602.02, 603.48, 599.77, 591.11, 
576.37, 594.26, 602.02, 603.48, 599.77, 591.11, 591.8, 
594.26, 602.02, 603.48, 599.77, 591.11, 591.8, 599.1, 
602.02, 603.48, 599.77, 591.11, 591.8, 599.1, 587.56, 
603.48, 599.77, 591.11, 591.8, 599.1, 587.56, 584.29, 
599.77, 591.11, 591.8, 599.1, 587.56, 584.29, 566.76, 
591.11, 591.8, 599.1, 587.56, 584.29, 566.76, 579.23, 
591.8, 599.1, 587.56, 584.29, 566.76, 579.23, 596.02, 
599.1, 587.56, 584.29, 566.76, 579.23, 596.02, 606.34, 
587.56, 584.29, 566.76, 579.23, 596.02, 606.34, 596.2, 
584.29, 566.76, 579.23, 596.02, 606.34, 596.2, 631.09, 
566.76, 579.23, 596.02, 606.34, 596.2, 631.09, 646.47, 
579.23, 596.02, 606.34, 596.2, 631.09, 646.47, 649.16, 
596.02, 606.34, 596.2, 631.09, 646.47, 649.16, 638.62, 
606.34, 596.2, 631.09, 646.47, 649.16, 638.62, 632.62, 
596.2, 631.09, 646.47, 649.16, 638.62, 632.62, 629.67, 
631.09, 646.47, 649.16, 638.62, 632.62, 629.67, 633.77, 
646.47, 649.16, 638.62, 632.62, 629.67, 633.77, 623.46, 
649.16, 638.62, 632.62, 629.67, 633.77, 623.46, 622.52, 
638.62, 632.62, 629.67, 633.77, 623.46, 622.52, 623.51, 
632.62, 629.67, 633.77, 623.46, 622.52, 623.51, 617.73, 
629.67, 633.77, 623.46, 622.52, 623.51, 617.73, 628.09, 
633.77, 623.46, 622.52, 623.51, 617.73, 628.09, 632.6, 
623.46, 622.52, 623.51, 617.73, 628.09, 632.6, 625.94, 
622.52, 623.51, 617.73, 628.09, 632.6, 625.94, 620.97, 
623.51, 617.73, 628.09, 632.6, 625.94, 620.97, 621.6, 
617.73, 628.09, 632.6, 625.94, 620.97, 621.6, 617.79, 
628.09, 632.6, 625.94, 620.97, 621.6, 617.79, 621.45, 
632.6, 625.94, 620.97, 621.6, 617.79, 621.45, 624.57, 
625.94, 620.97, 621.6, 617.79, 621.45, 624.57, 627.44, 
620.97, 621.6, 617.79, 621.45, 624.57, 627.44, 623.25, 
621.6, 617.79, 621.45, 624.57, 627.44, 623.25, 620.22, 
617.79, 621.45, 624.57, 627.44, 623.25, 620.22, 620.65, 
621.45, 624.57, 627.44, 623.25, 620.22, 620.65, 612.94, 
624.57, 627.44, 623.25, 620.22, 620.65, 612.94, 602.84, 
627.44, 623.25, 620.22, 620.65, 612.94, 602.84, 600.16, 
623.25, 620.22, 620.65, 612.94, 602.84, 600.16, 595.1, 
620.22, 620.65, 612.94, 602.84, 600.16, 595.1, 592.2, 
620.65, 612.94, 602.84, 600.16, 595.1, 592.2, 583.73, 
