127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 16, 16, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 0
134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 16, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 0
131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 0
132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 1
132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 0
126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 1
122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 1
120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 1
120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 1
121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 1
124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 0
126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 1
129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 0
130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 0
129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 1
127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 1
128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 0
127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 1
129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 0
129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 1
127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 1
126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 1
125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 1
126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 0
125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 1
125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 1
127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 1
127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 1
129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 1
132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 1
129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 1
129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 1
127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 1
111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 1
122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 1
126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 0
124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 0
125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 1
124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 1
127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 1
127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 1
129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 0
133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 1
132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 0
135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 1
138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 1
141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 1
146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 1
148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 1
158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 1
167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 1
171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 1
183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 0
195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 1
199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 1
185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 1
177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 1
186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 1
188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 0
195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 1
201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 1
198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 0
205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 1
203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 1
204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 1
212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 0
227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 1
260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 1
267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 1
294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 163.77777777777777, 1
333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 773.23, 853.12, 901.68, 963.83, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 94.29629629629629, 96.77777777777777, 163.77777777777777, 248.14814814814815, 1
