132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 0
126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 1
122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 0
120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 0
120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 1
121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 1
124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 0
126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 1
129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 0
130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 1
129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 1
127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 1
128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 1
127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 0
129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 1
129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 1
127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 1
126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 1
125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 1
126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 1
125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 1
125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 1
127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 1
127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 1
129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 1
132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 0
129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 0
129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 1
127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 1
111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 1
122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 1
126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 0
124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 1
125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 0
124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 1
127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 1
127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 1
129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 1
133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 1
132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 1
135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 1
138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 1
141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 0
146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 1
148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 1
158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 1
167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 1
171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 1
183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 0
195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 1
