104.52, 22, 1
108.11, 22, 1
111.43, 23, 1
113.84, 21, 0
112.92, 17, 0
111.21, 16, 1
112.55, 19, 1
113.13, 16, 1
114.43, 19, 1
122.06, 20, 0
121.7, 17, 0
120.57, 17, 1
127.83, 16, 1
134.31, 16, 0
131.89, 16, 1
132.11, 16, 1
132.48, 16, 0
126.74, 16, 0
122.25, 16, 0
120.79, 14, 1
120.98, 15, 1
121.07, 17, 1
124.93, 15, 1
126.57, 13, 1
129, 15, 1
130.6, 14, 0
129.69, 12, 0
127.37, 14, 1
128.29, 14, 0
127.87, 15, 1
129.67, 15, 0
129.39, 13, 0
127.23, 17, 0
126.31, 16, 0
125.84, 15, 1
126.13, 17, 0
125.16, 16, 1
125.92, 15, 1
127.22, 16, 1
127.68, 13, 1
129.85, 14, 1
132.96, 15, 0
129.74, 15, 1
129.84, 14, 0
127.69, 33, 0
111.32, 54, 1
122.84, 35, 1
126.11, 25, 0
124.17, 22, 1
125.45, 24, 0
124.77, 23, 1
127.2, 20, 1
127.89, 18, 1
129.28, 16, 1
133.07, 15, 0
132.18, 14, 1
135.38, 17, 1
138.33, 18, 1
141.6, 21, 1
146.54, 19, 1
148.02, 18, 1
158.35, 20, 1
167.51, 18, 1
171.37, 20, 1
183.73, 24, 1
195.52, 25, 1
199.84, 24, 0
185.46, 24, 0
177.58, 28, 1
186.44, 26, 1
188.72, 29, 1
195.37, 63, 1
201.5, 100, 0
198.65, 68, 1
205.55, 51, 0
203.25, 41, 1
204.16, 37, 1
212.03, 44, 1
227.65, 47, 1
260.9, 53, 1
267.87, 65, 1
294.77, 64, 1
333.74, 65, 1
338.13, 58, 0
335.45, 49, 1
340.03, 52, 1
358.66, 61, 1
406.2, 65, 1
413.8, 63, 1
456.96, 61, 0
444.98, 67, 1
504.52, 143.92592592592592, 1
653.75, 205.96296296296296, 0
545.07, 141.44444444444443, 1
644.17, 109.18518518518518, 1
694.61, 116.62962962962962, 1
772.31, 104.22222222222221, 0
768.95, 91.81481481481481, 1
773.23, 94.29629629629629, 1
853.12, 96.77777777777777, 1
901.68, 163.77777777777777, 1
963.83, 248.14814814814815, 1
1049.35, 220.85185185185185, 1
1102.54, 166.25925925925927, 0
1094.99, 143.92592592592592, 0
951.58, 151.37037037037035, 1
1031.68, 136.48148148148147, 1
1080.61, 121.5925925925926, 1
1091.44, 173.7037037037037, 0
992.26, 158.8148148148148, 0
776.36, 171.22222222222223, 0
730.1, 121.5925925925926, 1
817.61, 121.5925925925926, 1
