104.52, 108.11, 111.43, 113.84, 112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 22, 22, 23, 21, 17, 16, 19, 16, 19, 20, 0
108.11, 111.43, 113.84, 112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 22, 23, 21, 17, 16, 19, 16, 19, 20, 17, 0
111.43, 113.84, 112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 23, 21, 17, 16, 19, 16, 19, 20, 17, 17, 1
113.84, 112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 21, 17, 16, 19, 16, 19, 20, 17, 17, 16, 1
112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 17, 16, 19, 16, 19, 20, 17, 17, 16, 16, 0
111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 16, 19, 16, 19, 20, 17, 17, 16, 16, 16, 1
112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 19, 16, 19, 20, 17, 17, 16, 16, 16, 16, 1
113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 16, 19, 20, 17, 17, 16, 16, 16, 16, 16, 0
114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 19, 20, 17, 17, 16, 16, 16, 16, 16, 16, 0
122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 20, 17, 17, 16, 16, 16, 16, 16, 16, 16, 0
121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 17, 17, 16, 16, 16, 16, 16, 16, 16, 14, 1
120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 17, 16, 16, 16, 16, 16, 16, 16, 14, 15, 1
127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 16, 16, 16, 16, 16, 16, 16, 14, 15, 17, 1
134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 16, 16, 16, 16, 16, 16, 14, 15, 17, 15, 1
131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 1
132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 1
132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 0
126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 0
122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 1
120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 0
120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 1
121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 0
124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 0
126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 0
129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 0
130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 1
129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 0
127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 1
128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 1
127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 1
129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 1
129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 1
127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 0
126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 1
125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 0
126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 0
125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 1
125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 1
127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 0
127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 1
129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 0
132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 1
