104.52, 108.11, 111.43, 113.84, 112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 22, 22, 23, 21, 17, 16, 19, 16, 19, 20, 17, 0
108.11, 111.43, 113.84, 112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 22, 23, 21, 17, 16, 19, 16, 19, 20, 17, 17, 1
111.43, 113.84, 112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 23, 21, 17, 16, 19, 16, 19, 20, 17, 17, 16, 1
113.84, 112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 21, 17, 16, 19, 16, 19, 20, 17, 17, 16, 16, 0
112.92, 111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 17, 16, 19, 16, 19, 20, 17, 17, 16, 16, 16, 1
111.21, 112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 16, 19, 16, 19, 20, 17, 17, 16, 16, 16, 16, 1
112.55, 113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 19, 16, 19, 20, 17, 17, 16, 16, 16, 16, 16, 0
113.13, 114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 16, 19, 20, 17, 17, 16, 16, 16, 16, 16, 16, 0
114.43, 122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 19, 20, 17, 17, 16, 16, 16, 16, 16, 16, 16, 0
122.06, 121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 20, 17, 17, 16, 16, 16, 16, 16, 16, 16, 14, 1
121.7, 120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 17, 17, 16, 16, 16, 16, 16, 16, 16, 14, 15, 1
120.57, 127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 17, 16, 16, 16, 16, 16, 16, 16, 14, 15, 17, 1
127.83, 134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 16, 16, 16, 16, 16, 16, 16, 14, 15, 17, 15, 1
134.31, 131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 16, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 1
131.89, 132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 16, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 1
132.11, 132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 16, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 0
132.48, 126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 16, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 0
126.74, 122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 16, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 1
122.25, 120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 16, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 0
120.79, 120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 14, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 1
120.98, 121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 15, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 0
121.07, 124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 17, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 0
124.93, 126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 15, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 0
126.57, 129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 13, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 0
129, 130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 15, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 1
130.6, 129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 14, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 0
129.69, 127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 12, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 1
127.37, 128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 14, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 1
128.29, 127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 14, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 1
127.87, 129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 15, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 1
129.67, 129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 15, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 1
129.39, 127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 13, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 0
127.23, 126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 17, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 1
126.31, 125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 16, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 0
125.84, 126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 15, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 0
126.13, 125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 17, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 1
125.16, 125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 16, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 1
125.92, 127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 15, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 0
127.22, 127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 16, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 1
127.68, 129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 13, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 0
129.85, 132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 14, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 1
132.96, 129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 15, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 1
129.74, 129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 15, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 1
129.84, 127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 14, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 1
127.69, 111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 33, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 0
111.32, 122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 54, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 1
122.84, 126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 35, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 1
126.11, 124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 25, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 1
124.17, 125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 22, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 1
125.45, 124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 24, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 1
124.77, 127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 23, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 1
127.2, 127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 20, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 1
127.89, 129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 18, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 1
129.28, 133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 16, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 1
133.07, 132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 15, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 1
132.18, 135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 14, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 1
135.38, 138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 17, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 0
138.33, 141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 18, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 0
141.6, 146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 21, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 1
146.54, 148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 19, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 1
148.02, 158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 18, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 1
158.35, 167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 20, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 1
167.51, 171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 18, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 0
171.37, 183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 20, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 1
183.73, 195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 24, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 0
195.52, 199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 25, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 1
199.84, 185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 24, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 1
185.46, 177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 24, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 1
177.58, 186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 28, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 1
186.44, 188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 26, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 1
188.72, 195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 29, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 1
195.37, 201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 63, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 1
201.5, 198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 100, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 1
198.65, 205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 68, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 0
205.55, 203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 51, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 1
203.25, 204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 41, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 1
204.16, 212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 37, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 1
212.03, 227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 44, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 1
227.65, 260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 47, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 1
260.9, 267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 53, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 0
267.87, 294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 65, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 1
294.77, 333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 64, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 1
333.74, 338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 65, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 0
338.13, 335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 58, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 1
335.45, 340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 49, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 1
340.03, 358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 52, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 1
358.66, 406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 61, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 0
406.2, 413.8, 456.96, 444.98, 504.52, 653.75, 545.07, 644.17, 694.61, 772.31, 768.95, 65, 63, 61, 67, 143.92592592592592, 205.96296296296296, 141.44444444444443, 109.18518518518518, 116.62962962962962, 104.22222222222221, 91.81481481481481, 1
